locus_tag	ftype	length_bp	gene	EC_number	COG	product
DBBBBKPJ_01197	CDS	951				hypothetical protein
DBBBBKPJ_01198	CDS	1071				transcriptional regulator
DBBBBKPJ_01199	CDS	906	argB	2.7.2.8		acetylglutamate kinase
DBBBBKPJ_01200	CDS	2607	algC			phosphomannomutase
DBBBBKPJ_01201	CDS	456	dut	3.6.1.23		deoxyuridine 5'-triphosphate nucleotidohydrolase
DBBBBKPJ_01202	CDS	1209	coaC	4.1.1.36		bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate synthase
DBBBBKPJ_01203	CDS	675	radC_1			DNA repair protein RadC
DBBBBKPJ_01204	CDS	1581				dipeptide ABC transporter substrate-binding protein
DBBBBKPJ_01205	CDS	237	rpmB			50S ribosomal protein L28
DBBBBKPJ_01206	CDS	156	rpmG			50S ribosomal protein L33
DBBBBKPJ_01207	CDS	363				hypothetical protein
DBBBBKPJ_01208	CDS	1335				omega amino acid--pyruvate transaminase
DBBBBKPJ_01209	CDS	1494				aldehyde dehydrogenase
DBBBBKPJ_01210	CDS	1164				major facilitator superfamily transporter
DBBBBKPJ_01211	CDS	1590	clsC	2.7.8.-	COG1502	Cardiolipin synthase C
DBBBBKPJ_01212	CDS	1320				oxidoreductase
DBBBBKPJ_01213	CDS	489	lrp			leucine-responsive regulatory protein
DBBBBKPJ_01214	CDS	2568				hypothetical protein
DBBBBKPJ_01215	CDS	192				hypothetical protein
DBBBBKPJ_01216	CDS	345				hypothetical protein
DBBBBKPJ_01217	CDS	1299	dadA	1.4.99.6		D-amino acid dehydrogenase small subunit
DBBBBKPJ_01218	CDS	354	yabJ_3	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
DBBBBKPJ_01219	CDS	1074	dadX	5.1.1.1		alanine racemase
DBBBBKPJ_01220	CDS	549				transcriptional regulator
DBBBBKPJ_01221	CDS	429	cycB			cytochrome C5
DBBBBKPJ_01222	CDS	1929		2.8.3.-		butyrate:acetyl-CoA coenzyme A-transferase
DBBBBKPJ_01223	CDS	573		2.4.2.22		xanthine phosphoribosyltransferase
DBBBBKPJ_01224	CDS	1719	poxB			pyruvate dehydrogenase
DBBBBKPJ_01225	CDS	2010	rep_1			ATP-dependent DNA helicase Rep
DBBBBKPJ_01226	CDS	1677				hypothetical protein
DBBBBKPJ_01227	CDS	1275				multidrug efflux protein NorA
DBBBBKPJ_01228	CDS	1800				hypothetical protein
DBBBBKPJ_01229	CDS	1206				hypothetical protein
DBBBBKPJ_01230	CDS	1152				hypothetical protein
DBBBBKPJ_01231	CDS	1551	rep_2	3.6.4.12		ATP-dependent DNA helicase Rep
DBBBBKPJ_01232	CDS	1905				hypothetical protein
DBBBBKPJ_01233	CDS	1524				hypothetical protein
DBBBBKPJ_01234	CDS	1500				hypothetical protein
DBBBBKPJ_01235	CDS	846				hypothetical protein
DBBBBKPJ_01236	CDS	2079	rhlB_1	3.6.4.13		ATP-dependent RNA helicase RhlB
DBBBBKPJ_01237	tRNA	77				tRNA-Pro(ggg)
DBBBBKPJ_01238	CDS	357				hypothetical protein
DBBBBKPJ_01239	CDS	303	himA			integration host factor subunit alpha
DBBBBKPJ_01240	CDS	2379	pheT	6.1.1.20		phenylalanine--tRNA ligase subunit beta
DBBBBKPJ_01241	CDS	1017	pheS	6.1.1.20		phenylalanine--tRNA ligase subunit alpha
DBBBBKPJ_01242	CDS	357	rplT			50S ribosomal protein L20
DBBBBKPJ_01243	CDS	195	rpmI			50S ribosomal protein L35
DBBBBKPJ_01244	CDS	534	infC			translation initiation factor IF-3
DBBBBKPJ_01245	CDS	1923	thrS	6.1.1.3		threonine--tRNA ligase
DBBBBKPJ_01246	CDS	864				hydrolase
DBBBBKPJ_01247	CDS	327				hypothetical protein
DBBBBKPJ_01248	CDS	177				hypothetical protein
DBBBBKPJ_01249	CDS	90				hypothetical protein
DBBBBKPJ_01250	CDS	288				hypothetical protein
DBBBBKPJ_01251	CDS	234				hypothetical protein
DBBBBKPJ_01252	CDS	783				methionine aminopeptidase
DBBBBKPJ_01253	CDS	222				hypothetical protein
DBBBBKPJ_01254	CDS	270	endA_1			DNA-specific endonuclease I
DBBBBKPJ_01255	CDS	228				hypothetical protein
DBBBBKPJ_01256	CDS	588				hypothetical protein
DBBBBKPJ_01257	CDS	1404				hypothetical protein
DBBBBKPJ_01258	CDS	303				hypothetical protein
DBBBBKPJ_01259	CDS	612				hypothetical protein
DBBBBKPJ_01260	CDS	1251				hypothetical protein
DBBBBKPJ_01261	CDS	1206				hypothetical protein
DBBBBKPJ_01262	CDS	2415	ftsK			DNA translocase FtsK
DBBBBKPJ_01263	CDS	627	lolA			outer-membrane lipoprotein carrier protein
DBBBBKPJ_01264	CDS	1326				recombination factor protein RarA
DBBBBKPJ_01265	CDS	1281	serS	6.1.1.11		serine--tRNA ligase
DBBBBKPJ_01266	CDS	1398	cysG			siroheme synthase
DBBBBKPJ_01267	CDS	975	yqjG	1.8.5.7	COG0435	Glutathionyl-hydroquinone reductase YqjG
DBBBBKPJ_01268	CDS	984	trpD_2	2.4.2.18		anthranilate phosphoribosyltransferase
DBBBBKPJ_01269	CDS	336	tusE	2.8.1.-	COG2920	Sulfurtransferase TusE
DBBBBKPJ_01270	CDS	306	tusB		COG2168	Protein TusB
DBBBBKPJ_01271	CDS	270				sulfurtransferase TusD
DBBBBKPJ_01272	CDS	186				hypothetical protein
DBBBBKPJ_01273	CDS	780				hypothetical protein
DBBBBKPJ_01274	CDS	2325	mrcB			penicillin-binding protein 1B
DBBBBKPJ_01275	CDS	1563			COG0645	putative protein
DBBBBKPJ_01276	CDS	348				hypothetical protein
DBBBBKPJ_01277	CDS	273				hypothetical protein
DBBBBKPJ_01278	CDS	798	cbpA			cAMP-binding protein A
DBBBBKPJ_01279	CDS	888				hypothetical protein
DBBBBKPJ_01280	CDS	768				hemin importer ATP-binding subunit
DBBBBKPJ_01281	CDS	984				ABC transporter permease
DBBBBKPJ_01282	CDS	894	phuT_2			heme-transporter PhuT
DBBBBKPJ_01283	CDS	1065				hemin degrading factor
DBBBBKPJ_01284	CDS	2295	phuR			heme/hemoglobin uptake outer membrane receptor PhuR
DBBBBKPJ_01285	CDS	324				hypothetical protein
DBBBBKPJ_01286	CDS	513				hypothetical protein
DBBBBKPJ_01287	CDS	450				hypothetical protein
DBBBBKPJ_01288	CDS	450				hypothetical protein
DBBBBKPJ_01289	CDS	1236				aminotransferase
DBBBBKPJ_01290	CDS	1182				hypothetical protein
DBBBBKPJ_01291	CDS	477	secD_1			Protein translocase subunit SecD
DBBBBKPJ_01292	CDS	1296				transporter
DBBBBKPJ_01293	CDS	1092	trmA	2.1.1.35		tRNA (uracil-5-)-methyltransferase
DBBBBKPJ_01294	CDS	708				sugar fermentation stimulation protein A
DBBBBKPJ_01295	CDS	1173	aruH_1			arginine:pyruvate transaminase AruH
DBBBBKPJ_01296	CDS	447	dksA_1			suppressor protein DksA
DBBBBKPJ_01297	CDS	882				glutamyl-Q tRNA(Asp) synthetase
DBBBBKPJ_01298	CDS	177				hypothetical protein
DBBBBKPJ_01299	CDS	2952	cbrA			two-component sensor CbrA
DBBBBKPJ_01300	CDS	1437	cbrB			two-component response regulator CbrB
DBBBBKPJ_01301	CDS	1404	pcnB			poly(A) polymerase
DBBBBKPJ_01302	CDS	489	folK			2-amino-4-hydroxy-6- hydroxymethyldihydropteridine pyrophosphokinase
DBBBBKPJ_01303	CDS	801	panB	2.1.2.11		3-methyl-2-oxobutanoate hydroxymethyltransferase
DBBBBKPJ_01304	CDS	852	panC	6.3.2.1		pantoate--beta-alanine ligase
DBBBBKPJ_01305	CDS	381	panD	4.1.1.11		aspartate alpha-decarboxylase
DBBBBKPJ_01306	CDS	1665	pgi	5.3.1.9		glucose-6-phosphate isomerase
DBBBBKPJ_01307	CDS	1938	acsB	6.2.1.1		acetyl-CoA synthetase
DBBBBKPJ_01308	CDS	882				hypothetical protein
DBBBBKPJ_01309	CDS	3270				hypothetical protein
DBBBBKPJ_01310	CDS	294				hypothetical protein
DBBBBKPJ_01311	CDS	315				hypothetical protein
DBBBBKPJ_01312	CDS	198				hypothetical protein
DBBBBKPJ_01313	CDS	345	osmY		COG2823	Osmotically-inducible protein Y
DBBBBKPJ_01314	CDS	2106	pnp			polynucleotide phosphorylase
DBBBBKPJ_01315	CDS	270	rpsO			30S ribosomal protein S15
DBBBBKPJ_01316	CDS	915	truB			tRNA pseudouridine synthase B
DBBBBKPJ_01317	CDS	390	rbfA			ribosome-binding factor A
DBBBBKPJ_01318	CDS	2523	infB			translation initiation factor IF-2
DBBBBKPJ_01319	CDS	1482	nusA			transcription elongation factor NusA
DBBBBKPJ_01320	CDS	459	rimP		COG0779	Ribosome maturation factor RimP
DBBBBKPJ_01321	tRNA	77				tRNA-Met(cat)
DBBBBKPJ_01322	tRNA	86				tRNA-Leu(gag)
DBBBBKPJ_01323	CDS	756	tpiA	5.3.1.1		triosephosphate isomerase
DBBBBKPJ_01324	CDS	1338	glmM	5.4.2.10		phosphoglucosamine mutase
DBBBBKPJ_01325	CDS	780	folP_1			dihydropteroate synthase
DBBBBKPJ_01326	CDS	1929	ftsH			cell division protein FtsH
DBBBBKPJ_01327	CDS	624	ftsJ			cell division protein FtsJ
DBBBBKPJ_01328	CDS	315			COG1534	RNA-binding protein
DBBBBKPJ_01329	CDS	408				hypothetical protein
DBBBBKPJ_01330	CDS	477	greA			transcription elongation factor GreA
DBBBBKPJ_01331	CDS	3222	carB	6.3.5.5		carbamoyl phosphate synthase large subunit
DBBBBKPJ_01332	CDS	651				leucine export protein LeuE
DBBBBKPJ_01333	CDS	1137	carA	6.3.5.5		carbamoyl phosphate synthase small subunit
DBBBBKPJ_01334	CDS	807	dapB	1.17.1.8		4-hydroxy-tetrahydrodipicolinate reductase
DBBBBKPJ_01335	CDS	1134	dnaJ			molecular chaperone DnaJ
DBBBBKPJ_01336	CDS	1914	dnaK			molecular chaperone DnaK
DBBBBKPJ_01337	CDS	561	grpE			heat shock protein GrpE
DBBBBKPJ_01338	CDS	1677	recN			DNA repair protein RecN
DBBBBKPJ_01339	CDS	405	fur			ferric uptake regulation protein
DBBBBKPJ_01340	CDS	531	omlA			outer membrane lipoprotein OmlA
DBBBBKPJ_01341	CDS	306				hypothetical protein
DBBBBKPJ_01342	CDS	435	pasT		COG2867	Persistence and stress-resistance toxin PasT
DBBBBKPJ_01343	CDS	480	smpB			SsrA-binding protein
DBBBBKPJ_01344	CDS	774				transcriptional regulator
DBBBBKPJ_01345	CDS	1683	lldP			L-lactate permease
DBBBBKPJ_01346	CDS	1146	lldD	1.1.2.3		L-lactate dehydrogenase
DBBBBKPJ_01347	CDS	2817				ferredoxin
DBBBBKPJ_01348	CDS	483	speH	4.1.1.50		S-adenosylmethionine decarboxylase proenzyme
DBBBBKPJ_01349	CDS	1128	speE_1	2.5.1.104	COG0421	Polyamine aminopropyltransferase
DBBBBKPJ_01350	CDS	861				hypothetical protein
DBBBBKPJ_01351	CDS	666	pmrA			two-component regulator system response regulator PmrA
DBBBBKPJ_01352	CDS	1434	pmrB			two-component regulator system signal sensor kinase PmrB
DBBBBKPJ_01353	CDS	399	cueR_1			protein CueR
DBBBBKPJ_01354	CDS	567				hypothetical protein
DBBBBKPJ_01355	CDS	894	eamA_1		COG0697	putative amino-acid metabolite efflux pump
DBBBBKPJ_01356	CDS	894				hypothetical protein
DBBBBKPJ_01357	CDS	1182				cyclic di-GMP phosphodiesterase
DBBBBKPJ_01358	CDS	246				hypothetical protein
DBBBBKPJ_01359	CDS	891	yedA			putative inner membrane transporter YedA
DBBBBKPJ_01360	CDS	468				transcriptional regulator
DBBBBKPJ_01361	CDS	1278		2.3.1.9		acetyl-CoA acetyltransferase
DBBBBKPJ_01362	CDS	1356		1.1.1.100		3-ketoacyl-ACP reductase
DBBBBKPJ_01363	CDS	1002				transcriptional regulator
DBBBBKPJ_01364	CDS	858				hypothetical protein
DBBBBKPJ_01365	CDS	342				hypothetical protein
DBBBBKPJ_01366	CDS	750	cmoM	2.1.1.-	COG0500	tRNA 5-carboxymethoxyuridine methyltransferase
DBBBBKPJ_01367	CDS	621				hypothetical protein
DBBBBKPJ_01368	CDS	936			COG0584	putative protein
DBBBBKPJ_01369	CDS	564				hypothetical protein
DBBBBKPJ_01370	CDS	483				hypothetical protein
DBBBBKPJ_01371	CDS	378				hypothetical protein
DBBBBKPJ_01372	CDS	468	gcvH			Glycine cleavage system H protein
DBBBBKPJ_01373	CDS	729				hypothetical protein
DBBBBKPJ_01374	CDS	579				hypothetical protein
DBBBBKPJ_01375	CDS	801	tam_4	2.1.1.144		Trans-aconitate 2-methyltransferase
DBBBBKPJ_01376	CDS	441				hypothetical protein
DBBBBKPJ_01377	CDS	723	nadE_1	6.3.5.1		Glutamine-dependent NAD(+) synthetase
DBBBBKPJ_01378	tRNA	96				tRNA-SeC(tca)
DBBBBKPJ_01379	CDS	618				hypothetical protein
DBBBBKPJ_01380	CDS	1398				amino acid permease
DBBBBKPJ_01381	CDS	1407	spuC_1			aminotransferase
DBBBBKPJ_01382	CDS	819				transcriptional regulator
DBBBBKPJ_01383	CDS	1926	selB			selenocysteine-specific elongation factor
DBBBBKPJ_01384	CDS	1407	selA	2.9.1.1		selenocysteine synthase
DBBBBKPJ_01385	CDS	930	fdhE			formate dehydrogenase subunit epsilon
DBBBBKPJ_01386	CDS	627	fdnI			nitrate-inducible formate dehydrogenase subunit gamma
DBBBBKPJ_01387	CDS	930	fdnH			nitrate-inducible formate dehydrogenase subunit beta
DBBBBKPJ_01388	CDS	2442	fdnG_1			formate dehydrogenase-O major subunit
DBBBBKPJ_01389	CDS	591	fdnG_2			formate dehydrogenase-O major subunit
DBBBBKPJ_01390	CDS	930	lipC			lipase LipC
DBBBBKPJ_01391	CDS	2046	fadH2			2,4-dienoyl-CoA reductase
DBBBBKPJ_01392	CDS	450				hypothetical protein
DBBBBKPJ_01393	CDS	1236				hypothetical protein
DBBBBKPJ_01394	CDS	495				hypothetical protein
DBBBBKPJ_01395	CDS	1437	arnT_2	2.4.2.43		Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
DBBBBKPJ_01396	CDS	975				glycosyl transferase family protein
DBBBBKPJ_01397	CDS	363				hypothetical protein
DBBBBKPJ_01398	CDS	1362				transporter
DBBBBKPJ_01399	CDS	369				hypothetical protein
DBBBBKPJ_01400	CDS	1668				hypothetical protein
DBBBBKPJ_01401	CDS	210				hypothetical protein
DBBBBKPJ_01402	CDS	777				hypothetical protein
DBBBBKPJ_01403	CDS	2712	mgtA			Mg(2+) transport ATPase
DBBBBKPJ_01404	CDS	219				hypothetical protein
DBBBBKPJ_01405	CDS	135				hypothetical protein
DBBBBKPJ_01406	CDS	840				arylamine N-acetyltransferase
DBBBBKPJ_01407	CDS	456				hypothetical protein
DBBBBKPJ_01408	CDS	1401	lpd3	1.8.1.4		dihydrolipoamide dehydrogenase
DBBBBKPJ_01409	CDS	540				hypothetical protein
DBBBBKPJ_01410	CDS	561				transcriptional regulator
DBBBBKPJ_01411	CDS	798				short-chain dehydrogenase
DBBBBKPJ_01412	CDS	618				hypothetical protein
DBBBBKPJ_01413	CDS	855	cntI_1			Pseudopaline exporter CntI
DBBBBKPJ_01414	CDS	1302	cntM	1.5.1.-		Pseudopaline synthase
DBBBBKPJ_01415	CDS	792	cntL	2.5.1.-		L-histidine 2-aminobutanoyltransferase
DBBBBKPJ_01416	CDS	2127				TonB-dependent receptor
DBBBBKPJ_01417	CDS	1155				hypothetical protein
DBBBBKPJ_01418	CDS	1911	speA_1	4.1.1.19		arginine decarboxylase
DBBBBKPJ_01419	CDS	372				translation initiation factor Sui1
DBBBBKPJ_01420	CDS	537	yfcD	3.6.-.-		putative Nudix hydrolase YfcD
DBBBBKPJ_01421	CDS	1071				hypothetical protein
DBBBBKPJ_01422	CDS	132				hypothetical protein
DBBBBKPJ_01423	CDS	1629				two-component response regulator
DBBBBKPJ_01424	CDS	1974				chemotaxis transducer
DBBBBKPJ_01425	CDS	1776	dipZ	1.8.1.8		thiol:disulfide interchange protein
DBBBBKPJ_01426	CDS	444	aroQ1	4.2.1.10		3-dehydroquinate dehydratase
DBBBBKPJ_01427	CDS	471	accB	6.4.1.2		acetyl-CoA carboxylase biotin carboxyl carrier protein subunit
DBBBBKPJ_01428	CDS	1350	accC	6.4.1.2		acetyl-CoA carboxylase biotin carboxylase subunit
DBBBBKPJ_01429	CDS	867				hypothetical protein
DBBBBKPJ_01430	CDS	885	prmA	2.1.1.-		50S ribosomal protein L11 methyltransferase
DBBBBKPJ_01431	CDS	1275				hypothetical protein
DBBBBKPJ_01432	CDS	999				tRNA-dihydrouridine synthase C
DBBBBKPJ_01433	CDS	324	fis			Fis family transcriptional regulator
DBBBBKPJ_01434	CDS	1608	purH	2.1.2.3		bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase
DBBBBKPJ_01435	CDS	1290	purD	6.3.4.13		phosphoribosylamine--glycine ligase
DBBBBKPJ_01436	CDS	2829	retS			sensor histidine kinase MifS
DBBBBKPJ_01437	CDS	594				multiple drug resistance protein MarC
DBBBBKPJ_01438	CDS	1266	amiC_1			aliphatic amidase expression-regulating protein
DBBBBKPJ_01439	CDS	1590				ABC transporter permease
DBBBBKPJ_01440	CDS	1080				ABC transporter permease
DBBBBKPJ_01441	CDS	858				ABC transporter ATP-binding protein
DBBBBKPJ_01442	CDS	699				ABC transporter ATP-binding protein
DBBBBKPJ_01443	CDS	453				hypothetical protein
DBBBBKPJ_01444	CDS	843	ureD			urease accessory protein
DBBBBKPJ_01445	CDS	303	ureA	3.5.1.5		urease subunit gamma
DBBBBKPJ_01446	CDS	519	pitA	2.3.1.-	COG1247	L-methionine sulfoximine/L-methionine sulfone acetyltransferase
DBBBBKPJ_01447	CDS	306	ureB	3.5.1.5		urease subunit beta
DBBBBKPJ_01448	CDS	1701	ureC	3.5.1.5		urease subunit alpha
DBBBBKPJ_01449	CDS	1368				hypothetical protein
DBBBBKPJ_01450	CDS	267	ybiI		COG1734	putative protein YbiI
DBBBBKPJ_01451	CDS	702				hypothetical protein
DBBBBKPJ_01452	CDS	747				hypothetical protein
DBBBBKPJ_01453	CDS	831	prpB_1	4.1.3.30		2-methylisocitrate lyase
DBBBBKPJ_01454	CDS	1266				heat-shock protein
DBBBBKPJ_01455	CDS	417				hypothetical protein
DBBBBKPJ_01456	CDS	540				hypothetical protein
DBBBBKPJ_01457	CDS	345	osmE			OsmE family transcriptional regulator
DBBBBKPJ_01458	CDS	408				hypothetical protein
DBBBBKPJ_01459	CDS	813				transcriptional regulator
DBBBBKPJ_01460	CDS	2070				hypothetical protein
DBBBBKPJ_01461	CDS	534				bacterioferritin
DBBBBKPJ_01462	CDS	342				hypothetical protein
DBBBBKPJ_01463	CDS	768				sulfite oxidase subunit YedY
DBBBBKPJ_01464	CDS	615	yedZ1		COG4117	Putative protein-methionine-sulfoxide reductase subunit YedZ1
DBBBBKPJ_01465	CDS	624				hypothetical protein
DBBBBKPJ_01466	CDS	798	irlR			two-component response regulator
DBBBBKPJ_01467	CDS	1392				two-component sensor
DBBBBKPJ_01468	CDS	1317				major facilitator superfamily transporter
DBBBBKPJ_01469	CDS	1089	desB			acyl-CoA desaturase
DBBBBKPJ_01470	CDS	1101				oxidoreductase
DBBBBKPJ_01471	CDS	630	desT			transcriptional regulator
DBBBBKPJ_01472	CDS	504	ureE			urease accessory protein UreE
DBBBBKPJ_01473	CDS	672	ureF			urease accessory protein UreF
DBBBBKPJ_01474	CDS	615	ureG			urease accessory protein UreG
DBBBBKPJ_01475	CDS	573				hypothetical protein
DBBBBKPJ_01476	CDS	1023				transmembrane sensor
DBBBBKPJ_01477	CDS	537				RNA polymerase sigma factor
DBBBBKPJ_01478	CDS	2970	btuB_1			Vitamin B12 transporter BtuB
DBBBBKPJ_01479	CDS	1254	opdK			vanillate porin OpdK
DBBBBKPJ_01480	CDS	1470				aldehyde dehydrogenase
DBBBBKPJ_01481	CDS	1341				major facilitator superfamily transporter
DBBBBKPJ_01482	CDS	1587	mdlC	4.1.1.7		benzoylformate decarboxylase
DBBBBKPJ_01483	CDS	897				transcriptional regulator
DBBBBKPJ_01484	CDS	1335				major facilitator superfamily transporter
DBBBBKPJ_01485	CDS	1056	vanA_2			vanillate O-demethylase oxygenase
DBBBBKPJ_01486	CDS	954	vanB			vanillate O-demethylase
DBBBBKPJ_01487	CDS	714				transcriptional regulator
DBBBBKPJ_01488	CDS	762				short-chain dehydrogenase
DBBBBKPJ_01489	CDS	933		4.3.1.12		ornithine cyclodeaminase
DBBBBKPJ_01490	CDS	717				ABC transporter ATP-binding protein
DBBBBKPJ_01491	CDS	873				ABC transporter ATP-binding protein
DBBBBKPJ_01492	CDS	1278				branched-chain amino acid ABC transporter permease
DBBBBKPJ_01493	CDS	915				branched-chain amino acid ABC transporter
DBBBBKPJ_01494	CDS	1125				ABC transporter
DBBBBKPJ_01495	CDS	939				transcriptional regulator
DBBBBKPJ_01496	CDS	1626				chemotaxis transducer
DBBBBKPJ_01497	CDS	696				hypothetical protein
DBBBBKPJ_01498	CDS	603	nadD_2	2.7.7.18		nicotinate-nucleotide adenylyltransferase
DBBBBKPJ_01499	CDS	660	pncA	3.5.1.19	COG1335	Nicotinamidase/pyrazinamidase
DBBBBKPJ_01500	CDS	1200	pncB1	6.3.4.21		nicotinate phosphoribosyltransferase
DBBBBKPJ_01501	CDS	828	nadE_2	6.3.1.5		NAD synthetase
DBBBBKPJ_01502	CDS	924		2.3.1.43		Phosphatidylcholine-sterol acyltransferase
DBBBBKPJ_01503	CDS	447	azu			azurin
DBBBBKPJ_01504	CDS	588		3.2.2.-	COG1611	Putative cytokinin riboside 5'-monophosphate phosphoribohydrolase
DBBBBKPJ_01505	CDS	696	nlpD			Murein hydrolase activator NlpD
DBBBBKPJ_01506	CDS	852	mscS_1		COG0668	Small-conductance mechanosensitive channel
DBBBBKPJ_01507	CDS	936			COG1305	putative protein
DBBBBKPJ_01508	CDS	2499			COG2307	putative protein
DBBBBKPJ_01509	CDS	2244				hypothetical protein
DBBBBKPJ_01510	CDS	1881				hypothetical protein
DBBBBKPJ_01511	CDS	1542	bglA	3.2.1.21	COG2723	Beta-glucosidase A
DBBBBKPJ_01512	CDS	1092	alr			biosynthetic alanine racemase
DBBBBKPJ_01513	CDS	1395	dnaB_1			replicative DNA helicase
DBBBBKPJ_01514	CDS	447	rplI			50S ribosomal protein L9
DBBBBKPJ_01515	CDS	870				hypothetical protein
DBBBBKPJ_01516	CDS	231	rpsR			30S ribosomal protein S18
DBBBBKPJ_01517	CDS	420	rpsF			30S ribosomal protein S6
DBBBBKPJ_01518	CDS	747				23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB
DBBBBKPJ_01519	CDS	2718	rnr			exoribonuclease R
DBBBBKPJ_01520	tRNA	87				tRNA-Leu(cag)
DBBBBKPJ_01521	tRNA	87				tRNA-Leu(cag)
DBBBBKPJ_01522	CDS	1293	purA	6.3.4.4		adenylosuccinate synthetase
DBBBBKPJ_01523	CDS	1185				ATP phosphoribosyltransferase
DBBBBKPJ_01524	CDS	234				hypothetical protein
DBBBBKPJ_01525	CDS	870	hflC			protease subunit HflC
DBBBBKPJ_01526	CDS	1200	hflK			protease subunit HflK
DBBBBKPJ_01527	CDS	1302				GTP-binding protein
DBBBBKPJ_01528	CDS	249	hfq			RNA-binding protein Hfq
DBBBBKPJ_01529	CDS	972	miaA	2.5.1.75		tRNA delta(2)-isopentenylpyrophosphate transferase
DBBBBKPJ_01530	CDS	1902	mutL			DNA mismatch repair protein
DBBBBKPJ_01531	CDS	1428	amiB			N-acetylmuramoyl-L-alanine amidase
DBBBBKPJ_01532	CDS	468	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
DBBBBKPJ_01533	CDS	1509	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
DBBBBKPJ_01534	CDS	1086	queG	1.17.99.6	COG1600	Epoxyqueuosine reductase
DBBBBKPJ_01535	CDS	543	orn	3.1.-.-		oligoribonuclease
DBBBBKPJ_01536	CDS	1020				ribosome-associated GTPase
DBBBBKPJ_01537	CDS	1044	motB			flagellar motor protein MotB
DBBBBKPJ_01538	CDS	852	motA			flagellar motor protein MotA
DBBBBKPJ_01539	CDS	1512				hypothetical protein
DBBBBKPJ_01540	CDS	816	rhdA			thiosulfate:cyanide sulfurtransferase
DBBBBKPJ_01541	CDS	870	psd	4.1.1.65		phosphatidylserine decarboxylase
DBBBBKPJ_01542	CDS	1824	fimW			cyclic-di-GMP receptor FimW
DBBBBKPJ_01543	CDS	2076	fimX			protein FimX
DBBBBKPJ_01544	CDS	1215				phosphoserine phosphatase
DBBBBKPJ_01545	CDS	1539				hypothetical protein
DBBBBKPJ_01546	CDS	537	ybcI		COG1988	Inner membrane protein YbcI
DBBBBKPJ_01547	CDS	711				hypothetical protein
DBBBBKPJ_01548	CDS	2265	parC	5.99.1.-		DNA topoisomerase IV subunit A
DBBBBKPJ_01549	CDS	486				hypothetical protein
DBBBBKPJ_01550	CDS	1014				hypothetical protein
DBBBBKPJ_01551	CDS	1890	parE			DNA topoisomerase IV subunit B
DBBBBKPJ_01552	CDS	687				hypothetical protein
DBBBBKPJ_01553	CDS	819	cpdA_2			cAMP phosphodiesterase
DBBBBKPJ_01554	CDS	459				hypothetical protein
DBBBBKPJ_01555	CDS	618	aspP			adenosine diphosphate sugar pyrophosphatase
DBBBBKPJ_01556	CDS	747				hypothetical protein
DBBBBKPJ_01557	CDS	1884	thiC			thiamine biosynthesis protein ThiC
DBBBBKPJ_01558	CDS	1449	aprF_2			alkaline protease secretion protein AprF
DBBBBKPJ_01559	CDS	705				NAD(P)H quinone oxidoreductase
DBBBBKPJ_01560	CDS	1182	aruH_2			arginine:pyruvate transaminase AruH
DBBBBKPJ_01561	CDS	1611	ilvI_1	2.2.1.6		acetolactate synthase 3 catalytic subunit
DBBBBKPJ_01562	CDS	2091	pauA_1			pimeloyl-CoA synthetase
DBBBBKPJ_01563	CDS	1161				acyl-CoA dehydrogenase
DBBBBKPJ_01564	CDS	792				enoyl-CoA hydratase
DBBBBKPJ_01565	CDS	1413				amino acid permease
DBBBBKPJ_01566	CDS	2253				two-component sensor
DBBBBKPJ_01567	CDS	777				hypothetical protein
DBBBBKPJ_01568	CDS	735				two-component response regulator
DBBBBKPJ_01569	CDS	648				transcriptional regulator
DBBBBKPJ_01570	CDS	1092				ABC transporter
DBBBBKPJ_01571	CDS	1947				oxidoreductase
DBBBBKPJ_01572	CDS	600				transcriptional regulator
DBBBBKPJ_01573	CDS	1278	waaA			3-deoxy-D-manno-octulosonic acid transferase
DBBBBKPJ_01574	CDS	885				transcriptional regulator
DBBBBKPJ_01575	CDS	333				SMR multidrug efflux transporter
DBBBBKPJ_01576	CDS	1176		1.-.-.-	COG0578	putative FAD-dependent oxidoreductase
DBBBBKPJ_01577	CDS	813				hypothetical protein
DBBBBKPJ_01578	CDS	921				hypothetical protein
DBBBBKPJ_01579	CDS	1209				acyl-CoA dehydrogenase
DBBBBKPJ_01580	CDS	1092				acyl-CoA dehydrogenase
DBBBBKPJ_01581	CDS	1176	ydhP		COG2814	Inner membrane transport protein YdhP
DBBBBKPJ_01582	CDS	1425	rfaE			bifunctional heptose 7-phosphate kinase/heptose 1-phosphate adenyltransferase
DBBBBKPJ_01583	CDS	1812	msbA			transporter MsbA
DBBBBKPJ_01584	CDS	651				hypothetical protein
DBBBBKPJ_01585	CDS	1206	waaL			O-antigen ligase WaaL
DBBBBKPJ_01586	CDS	885	wapR			alpha-1,3-rhamnosyltransferase WapR
