locus_tag	ftype	length_bp	gene	EC_number	COG	product
AJBIBFBA_01584	CDS	651				hypothetical protein
AJBIBFBA_01585	CDS	1206				hypothetical protein
AJBIBFBA_01586	CDS	885				hypothetical protein
AJBIBFBA_01587	CDS	957				hypothetical protein
AJBIBFBA_01588	CDS	1419				hypothetical protein
AJBIBFBA_01589	CDS	897				hypothetical protein
AJBIBFBA_01590	CDS	1137	mshA_2	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
AJBIBFBA_01591	CDS	1758	tobZ	6.1.2.2		nebramycin 5' synthase
AJBIBFBA_01592	CDS	1479				hypothetical protein
AJBIBFBA_01593	CDS	759	inaA_1			Protein InaA
AJBIBFBA_01594	CDS	735	rfaP_1	2.7.1.-		Lipopolysaccharide core heptose(I) kinase RfaP
AJBIBFBA_01595	CDS	807	rfaP_2	2.7.1.-		Lipopolysaccharide core heptose(I) kinase RfaP
AJBIBFBA_01596	CDS	1122	rfaG	2.4.-.-		Lipopolysaccharide core biosynthesis protein RfaG
AJBIBFBA_01597	CDS	1068	rfaC	2.-.-.-	COG0859	Lipopolysaccharide heptosyltransferase 1
AJBIBFBA_01598	CDS	1038	rfaF	2.-.-.-	COG0859	ADP-heptose--LPS heptosyltransferase 2
AJBIBFBA_01599	CDS	924	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
AJBIBFBA_01600	CDS	2949	glnE		COG1391	Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme
AJBIBFBA_01601	CDS	2649	aceE	1.2.4.1	COG2609	Pyruvate dehydrogenase E1 component
AJBIBFBA_01602	CDS	1644	aceF	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
AJBIBFBA_01603	CDS	2700				hypothetical protein
AJBIBFBA_01604	CDS	648	msrA	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
AJBIBFBA_01605	CDS	837	rlmJ	2.1.1.266	COG2961	Ribosomal RNA large subunit methyltransferase J
AJBIBFBA_01606	CDS	1803	dmdC_6	1.3.8.-	COG1960	3-methylmercaptopropionyl-CoA dehydrogenase
AJBIBFBA_01607	CDS	1743	nhaP2_1		COG3263	K(+)/H(+) antiporter NhaP2
AJBIBFBA_01608	CDS	3357	mscK		COG3264	Mechanosensitive channel MscK
AJBIBFBA_01609	CDS	1461	selO	2.7.7.-	COG0397	Protein adenylyltransferase SelO
AJBIBFBA_01610	CDS	975				hypothetical protein
AJBIBFBA_01611	CDS	1278		2.5.1.-	COG2873	O-acetyl-L-homoserine sulfhydrylase
AJBIBFBA_01612	CDS	453				hypothetical protein
AJBIBFBA_01613	CDS	816				hypothetical protein
AJBIBFBA_01614	CDS	768	soj_1	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
AJBIBFBA_01615	CDS	906	benM_1			HTH-type transcriptional regulator BenM
AJBIBFBA_01616	CDS	1317	ynfM_1			Inner membrane transport protein YnfM
AJBIBFBA_01617	CDS	930				hypothetical protein
AJBIBFBA_01618	CDS	1074				putative HTH-type transcriptional regulator
AJBIBFBA_01619	CDS	981				hypothetical protein
AJBIBFBA_01620	CDS	1068	hemE	4.1.1.37	COG0407	Uroporphyrinogen decarboxylase
AJBIBFBA_01621	CDS	1434	gltD_2	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
AJBIBFBA_01622	CDS	4446	gltB	1.4.1.13	COG0067	Glutamate synthase [NADPH] large chain
AJBIBFBA_01623	CDS	1269	fabF_1	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
AJBIBFBA_01624	CDS	507			COG1733	putative HTH-type transcriptional regulator
AJBIBFBA_01625	CDS	1143	pdxB	1.1.1.290	COG0111	Erythronate-4-phosphate dehydrogenase
AJBIBFBA_01626	CDS	1734	aceK	2.7.11.5	COG4579	Isocitrate dehydrogenase kinase/phosphatase
AJBIBFBA_01627	CDS	534	aaaT	2.3.1.-	COG0454	L-amino acid N-acetyltransferase AaaT
AJBIBFBA_01628	CDS	363				hypothetical protein
AJBIBFBA_01629	CDS	834				hypothetical protein
AJBIBFBA_01630	CDS	912				hypothetical protein
AJBIBFBA_01631	CDS	255				hypothetical protein
AJBIBFBA_01632	CDS	417				hypothetical protein
AJBIBFBA_01633	CDS	1623	rpfC	2.7.13.3	COG0642	Sensory/regulatory protein RpfC
AJBIBFBA_01634	CDS	633	degU_1		COG2197	Transcriptional regulatory protein DegU
AJBIBFBA_01635	CDS	342				hypothetical protein
AJBIBFBA_01636	CDS	921	pcpR_3			PCP degradation transcriptional activation protein
AJBIBFBA_01637	CDS	3288	accA_1	2.1.3.15		Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
AJBIBFBA_01638	CDS	405				hypothetical protein
AJBIBFBA_01639	CDS	672	trmR_2	2.1.1.-		tRNA 5-hydroxyuridine methyltransferase
AJBIBFBA_01640	CDS	633	slmA			Nucleoid occlusion factor SlmA
AJBIBFBA_01641	CDS	228				hypothetical protein
AJBIBFBA_01642	CDS	1941	rep_3	3.6.4.12		ATP-dependent DNA helicase Rep
AJBIBFBA_01643	CDS	759				hypothetical protein
AJBIBFBA_01644	CDS	942	rlmL_2	2.1.1.264		Ribosomal RNA large subunit methyltransferase K/L
AJBIBFBA_01645	CDS	2424				hypothetical protein
AJBIBFBA_01646	CDS	1041	aphA	3.5.1.-	COG0123	Acetylpolyamine amidohydrolase 1
AJBIBFBA_01647	CDS	1092	potF_1		COG0687	Putrescine-binding periplasmic protein
AJBIBFBA_01648	CDS	912				hypothetical protein
AJBIBFBA_01649	CDS	1203				hypothetical protein
AJBIBFBA_01650	CDS	873	gltR_3		COG0583	HTH-type transcriptional regulator GltR
AJBIBFBA_01651	CDS	135				hypothetical protein
AJBIBFBA_01652	CDS	729	gloB_1	3.1.2.6		Hydroxyacylglutathione hydrolase
AJBIBFBA_01653	CDS	1383		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
AJBIBFBA_01654	CDS	1602	aruI_2	4.1.1.75	COG0028	putative 2-ketoarginine decarboxylase AruI
AJBIBFBA_01655	CDS	1392	opuE		COG0591	Osmoregulated proline transporter OpuE
AJBIBFBA_01656	CDS	1512				hypothetical protein
AJBIBFBA_01657	CDS	420				hypothetical protein
AJBIBFBA_01658	CDS	960	gbuA	3.5.3.7	COG0010	Guanidinobutyrase
AJBIBFBA_01659	CDS	894	argP_1			HTH-type transcriptional regulator ArgP
AJBIBFBA_01660	CDS	1323	bdlA_1		COG0840	Biofilm dispersion protein BdlA
AJBIBFBA_01661	CDS	612				hypothetical protein
AJBIBFBA_01662	CDS	336				hypothetical protein
AJBIBFBA_01663	CDS	1641	expZ		COG0488	Nucleotide-binding protein ExpZ
AJBIBFBA_01664	CDS	1590				hypothetical protein
AJBIBFBA_01665	CDS	432	yjaB_1	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase YjaB
AJBIBFBA_01666	CDS	2709	ctpF	3.6.3.-	COG0474	putative cation-transporting ATPase F
AJBIBFBA_01667	CDS	720	lasR		COG2771	Transcriptional activator protein LasR
AJBIBFBA_01668	CDS	210				hypothetical protein
AJBIBFBA_01669	CDS	606	lasI	2.3.1.184	COG3916	Acyl-homoserine-lactone synthase
AJBIBFBA_01670	CDS	1953				hypothetical protein
AJBIBFBA_01671	CDS	252				hypothetical protein
AJBIBFBA_01672	CDS	1056				hypothetical protein
AJBIBFBA_01673	CDS	2886	rcsC_7	2.7.13.3		Sensor histidine kinase RcsC
AJBIBFBA_01674	CDS	534	proQ			RNA chaperone ProQ
AJBIBFBA_01675	tRNA	74				tRNA-Cys(gca)
AJBIBFBA_01676	CDS	1041				hypothetical protein
AJBIBFBA_01677	CDS	591	mdaB	1.6.5.10	COG2249	NADPH:quinone oxidoreductase MdaB
AJBIBFBA_01678	CDS	867	kynA	1.13.11.11	COG3483	Tryptophan 2,3-dioxygenase
AJBIBFBA_01679	CDS	561		2.3.1.-	COG1670	Acetyltransferase
AJBIBFBA_01680	CDS	438	lrpC_2		COG1522	HTH-type transcriptional regulator LrpC
AJBIBFBA_01681	CDS	900				hypothetical protein
AJBIBFBA_01682	CDS	603				hypothetical protein
AJBIBFBA_01683	CDS	1149	alkB1	1.14.15.3		Alkane 1-monooxygenase 1
AJBIBFBA_01684	CDS	1608				hypothetical protein
AJBIBFBA_01685	CDS	1344	rssB_2			Regulator of RpoS
AJBIBFBA_01686	CDS	1377	sasA_6	2.7.-.-		Adaptive-response sensory-kinase SasA
AJBIBFBA_01687	tRNA	87				tRNA-Leu(taa)
AJBIBFBA_01688	CDS	369	lecA			PA-I galactophilic lectin
AJBIBFBA_01689	CDS	147				hypothetical protein
AJBIBFBA_01690	CDS	408				hypothetical protein
AJBIBFBA_01691	CDS	1764				hypothetical protein
AJBIBFBA_01692	CDS	210				hypothetical protein
AJBIBFBA_01693	CDS	1188				hypothetical protein
AJBIBFBA_01694	CDS	426				hypothetical protein
AJBIBFBA_01695	CDS	828	tam_5	2.1.1.144	COG4106	Trans-aconitate 2-methyltransferase
AJBIBFBA_01696	CDS	1476	bicA		COG0659	Bicarbonate transporter BicA
AJBIBFBA_01697	CDS	1203	intA_1		COG0582	Prophage integrase IntA
AJBIBFBA_01698	CDS	1599				hypothetical protein
AJBIBFBA_01699	CDS	912				hypothetical protein
AJBIBFBA_01700	CDS	864				hypothetical protein
AJBIBFBA_01701	CDS	1158				hypothetical protein
AJBIBFBA_01702	CDS	513				hypothetical protein
AJBIBFBA_01703	CDS	1617	ctpH			Methyl-accepting chemotaxis protein CtpH
AJBIBFBA_01704	CDS	288				hypothetical protein
AJBIBFBA_01705	CDS	231				hypothetical protein
AJBIBFBA_01706	CDS	543				hypothetical protein
AJBIBFBA_01707	CDS	147				hypothetical protein
AJBIBFBA_01708	CDS	693	mgtC_1		COG1285	Protein MgtC
AJBIBFBA_01709	CDS	1695	fadD3	6.2.1.41	COG0318	3-[(3aS,4S,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl:CoA ligase
AJBIBFBA_01710	CDS	1086				hypothetical protein
AJBIBFBA_01711	CDS	1668	acsA_2	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
AJBIBFBA_01712	CDS	768		1.-.-.-		putative oxidoreductase
AJBIBFBA_01713	CDS	1191	thlA_1	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
AJBIBFBA_01714	CDS	1128	mmgC_3	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
AJBIBFBA_01715	CDS	933	pcpR_4			PCP degradation transcriptional activation protein
AJBIBFBA_01716	CDS	1230	bbsG	1.3.8.3		(R)-benzylsuccinyl-CoA dehydrogenase
AJBIBFBA_01717	CDS	192				hypothetical protein
AJBIBFBA_01718	CDS	1044	alx_1		COG0861	Putative membrane-bound redox modulator Alx
AJBIBFBA_01719	CDS	1386				hypothetical protein
AJBIBFBA_01720	CDS	906	dmlR_7			HTH-type transcriptional regulator DmlR
AJBIBFBA_01721	CDS	426				hypothetical protein
AJBIBFBA_01722	CDS	813	xthA_2	3.1.11.2	COG0708	Exodeoxyribonuclease III
AJBIBFBA_01723	CDS	633				hypothetical protein
AJBIBFBA_01724	CDS	1740	tamA		COG0729	Translocation and assembly module subunit TamA
AJBIBFBA_01725	CDS	3666	tamB		COG2911	Translocation and assembly module subunit TamB
AJBIBFBA_01726	CDS	636	ynbA		COG0558	Inner membrane protein YnbA
AJBIBFBA_01727	CDS	1761	ynbC		COG2267	putative protein YnbC
AJBIBFBA_01728	CDS	1350	ynbD		COG0671	putative protein YnbD
AJBIBFBA_01729	CDS	453				hypothetical protein
AJBIBFBA_01730	CDS	630				hypothetical protein
AJBIBFBA_01731	CDS	936				hypothetical protein
AJBIBFBA_01732	CDS	996	iolS	1.1.1.-	COG0667	Aldo-keto reductase IolS
AJBIBFBA_01733	CDS	912	dmlR_8			HTH-type transcriptional regulator DmlR
AJBIBFBA_01734	CDS	1350	alsT_1		COG1115	Amino-acid carrier protein AlsT
AJBIBFBA_01735	CDS	498	tpx	1.11.1.15	COG2077	Thiol peroxidase
AJBIBFBA_01736	CDS	1125	pat	2.6.1.-	COG0079	Putative phenylalanine aminotransferase
AJBIBFBA_01737	CDS	1326				hypothetical protein
AJBIBFBA_01738	CDS	1365				hypothetical protein
AJBIBFBA_01739	CDS	1281	mdtA_1			Multidrug resistance protein MdtA
AJBIBFBA_01740	CDS	3132	mdtB_1			Multidrug resistance protein MdtB
AJBIBFBA_01741	CDS	3111	mdtC_2			Multidrug resistance protein MdtC
AJBIBFBA_01742	CDS	1497	ttgF_1			Toluene efflux pump outer membrane protein TtgF
AJBIBFBA_01743	CDS	255				hypothetical protein
AJBIBFBA_01744	CDS	1419	czcS_2	2.7.13.3		Sensor protein CzcS
AJBIBFBA_01745	CDS	675	czcR_2			Transcriptional activator protein CzcR
AJBIBFBA_01746	CDS	1287	czcC			Cobalt-zinc-cadmium resistance protein CzcC
AJBIBFBA_01747	CDS	1455	czcB			Cobalt-zinc-cadmium resistance protein CzcB
AJBIBFBA_01748	CDS	3156	czcA			Cobalt-zinc-cadmium resistance protein CzcA
AJBIBFBA_01749	CDS	957	rhaS_3			HTH-type transcriptional activator RhaS
AJBIBFBA_01750	CDS	1368	cbdA	1.14.12.13		2-halobenzoate 1,2-dioxygenase large subunit
AJBIBFBA_01751	CDS	489	cbdB	1.14.12.13		2-halobenzoate 1,2-dioxygenase small subunit
AJBIBFBA_01752	CDS	1014	benC		COG0543	Benzoate 1,2-dioxygenase electron transfer component
AJBIBFBA_01753	CDS	762	lvr	1.1.1.-		Levodione reductase
AJBIBFBA_01754	CDS	1023	antC		COG0543	Anthranilate 1,2-dioxygenase electron transfer component
AJBIBFBA_01755	CDS	492	antB	1.14.12.1	COG5517	Anthranilate 1,2-dioxygenase small subunit
AJBIBFBA_01756	CDS	1395	antA	1.14.12.1	COG4638	Anthranilate 1,2-dioxygenase large subunit
AJBIBFBA_01757	CDS	156				hypothetical protein
AJBIBFBA_01758	CDS	753				hypothetical protein
AJBIBFBA_01759	CDS	213				hypothetical protein
AJBIBFBA_01760	CDS	876			COG1192	putative protein
AJBIBFBA_01761	CDS	249				hypothetical protein
AJBIBFBA_01762	CDS	1650				hypothetical protein
AJBIBFBA_01763	CDS	561				hypothetical protein
AJBIBFBA_01764	CDS	1227				hypothetical protein
AJBIBFBA_01765	CDS	780				hypothetical protein
AJBIBFBA_01766	CDS	528				hypothetical protein
AJBIBFBA_01767	CDS	441				Single-stranded DNA-binding protein
AJBIBFBA_01768	CDS	2013	topB	5.6.2.1	COG0550	DNA topoisomerase 3
AJBIBFBA_01769	CDS	996				hypothetical protein
AJBIBFBA_01770	CDS	837				hypothetical protein
AJBIBFBA_01771	CDS	804	neo_2	2.7.1.95		Aminoglycoside 3'-phosphotransferase
AJBIBFBA_01772	CDS	729				IS6 family transposase IS6100
AJBIBFBA_01773	CDS	2886				Tn3 family transposase
AJBIBFBA_01774	CDS	618				hypothetical protein
AJBIBFBA_01775	CDS	558				hypothetical protein
AJBIBFBA_01776	CDS	213				hypothetical protein
AJBIBFBA_01777	CDS	393				hypothetical protein
AJBIBFBA_01778	CDS	687				hypothetical protein
AJBIBFBA_01779	CDS	738				hypothetical protein
AJBIBFBA_01780	CDS	279				hypothetical protein
AJBIBFBA_01781	CDS	813				hypothetical protein
AJBIBFBA_01782	CDS	354				hypothetical protein
AJBIBFBA_01783	CDS	918				hypothetical protein
AJBIBFBA_01784	CDS	690				hypothetical protein
AJBIBFBA_01785	CDS	324				hypothetical protein
AJBIBFBA_01786	CDS	408				hypothetical protein
AJBIBFBA_01787	CDS	261				hypothetical protein
AJBIBFBA_01788	CDS	648				hypothetical protein
AJBIBFBA_01789	CDS	1110				hypothetical protein
AJBIBFBA_01790	CDS	321				hypothetical protein
AJBIBFBA_01791	CDS	306				hypothetical protein
AJBIBFBA_01792	CDS	2280				hypothetical protein
AJBIBFBA_01793	CDS	207				hypothetical protein
AJBIBFBA_01794	CDS	600				hypothetical protein
AJBIBFBA_01795	CDS	642				hypothetical protein
AJBIBFBA_01796	CDS	726				hypothetical protein
AJBIBFBA_01797	CDS	606				hypothetical protein
AJBIBFBA_01798	CDS	540				hypothetical protein
AJBIBFBA_01799	CDS	2190				hypothetical protein
AJBIBFBA_01800	CDS	750				hypothetical protein
AJBIBFBA_01801	CDS	384				hypothetical protein
AJBIBFBA_01802	CDS	234				hypothetical protein
AJBIBFBA_01803	CDS	360				hypothetical protein
AJBIBFBA_01804	CDS	399				hypothetical protein
AJBIBFBA_01805	CDS	690				hypothetical protein
AJBIBFBA_01806	CDS	906				hypothetical protein
AJBIBFBA_01807	CDS	1419				hypothetical protein
AJBIBFBA_01808	CDS	441				hypothetical protein
AJBIBFBA_01809	CDS	915	vgrG1_1	6.3.2.-	COG3501	Actin cross-linking toxin VgrG1
AJBIBFBA_01810	CDS	741				hypothetical protein
AJBIBFBA_01811	CDS	3363				hypothetical protein
AJBIBFBA_01812	CDS	981				hypothetical protein
AJBIBFBA_01813	CDS	435				hypothetical protein
AJBIBFBA_01814	CDS	603	yfcG_2	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YfcG
AJBIBFBA_01815	CDS	1167	lysN	2.6.1.39	COG1167	2-aminoadipate transaminase
AJBIBFBA_01816	CDS	477				hypothetical protein
AJBIBFBA_01817	CDS	636				hypothetical protein
AJBIBFBA_01818	CDS	1197	ydcO		COG3135	Inner membrane protein YdcO
AJBIBFBA_01819	CDS	894	panS_1		COG0385	Pantothenate precursors transporter PanS
AJBIBFBA_01820	CDS	762	linC	1.1.1.-	COG1028	2,5-dichloro-2,5-cyclohexadiene-1,4-diol dehydrogenase
AJBIBFBA_01821	CDS	1005	yfmJ	1.-.-.-	COG2130	Putative NADP-dependent oxidoreductase YfmJ
AJBIBFBA_01822	CDS	1722			COG0659	putative sulfate transporter
AJBIBFBA_01823	CDS	1959	mcpQ_1		COG0840	Methyl-accepting chemotaxis protein McpQ
AJBIBFBA_01824	CDS	408				hypothetical protein
AJBIBFBA_01825	CDS	609				hypothetical protein
AJBIBFBA_01826	CDS	348				hypothetical protein
AJBIBFBA_01827	CDS	1110	selU	2.5.1.-	COG2603	tRNA 2-selenouridine synthase
AJBIBFBA_01828	CDS	1035	selD	2.7.9.3	COG0709	Selenide, water dikinase
AJBIBFBA_01829	CDS	279				hypothetical protein
AJBIBFBA_01830	CDS	1038			COG1752	putative NTE family protein
AJBIBFBA_01831	CDS	606				hypothetical protein
AJBIBFBA_01832	CDS	909	glsA2	3.5.1.2	COG2066	Glutaminase 2
AJBIBFBA_01833	CDS	693	kdpE		COG0745	KDP operon transcriptional regulatory protein KdpE
AJBIBFBA_01834	CDS	2658	kdpD	2.7.13.3	COG2205	Sensor protein KdpD
AJBIBFBA_01835	CDS	552	kdpC		COG2156	Potassium-transporting ATPase KdpC subunit
AJBIBFBA_01836	CDS	2073	kdpB	7.2.2.6	COG2216	Potassium-transporting ATPase ATP-binding subunit
AJBIBFBA_01837	CDS	1695	kdpA		COG2060	Potassium-transporting ATPase potassium-binding subunit
AJBIBFBA_01838	CDS	90				hypothetical protein
AJBIBFBA_01839	CDS	1155	mmgC_4	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
AJBIBFBA_01840	CDS	867	tsaQ1			HTH-type transcriptional regulator TsaQ1/TsaQ2
AJBIBFBA_01841	CDS	786	paaF_2	4.2.1.17	COG1024	2,3-dehydroadipyl-CoA hydratase
AJBIBFBA_01842	CDS	1530	paaH_1	1.1.1.-	COG1250	3-hydroxyadipyl-CoA dehydrogenase
AJBIBFBA_01843	CDS	648	lldR_1		COG2186	Putative L-lactate dehydrogenase operon regulatory protein
AJBIBFBA_01844	CDS	1275	yycB_1		COG2807	putative transporter YycB
AJBIBFBA_01845	CDS	1068	ydiK_1		COG0628	Putative transport protein YdiK
AJBIBFBA_01846	CDS	807				hypothetical protein
AJBIBFBA_01847	CDS	663	yfcG_3	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YfcG
AJBIBFBA_01848	CDS	861	menH_2	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
AJBIBFBA_01849	CDS	813				hypothetical protein
AJBIBFBA_01850	CDS	642	rhtC_2		COG1280	Threonine efflux protein
AJBIBFBA_01851	CDS	825	rhaS_4			HTH-type transcriptional activator RhaS
AJBIBFBA_01852	CDS	438		3.1.2.-	COG2050	Putative esterase
AJBIBFBA_01853	CDS	1668		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
AJBIBFBA_01854	CDS	465	sixA	3.1.3.-	COG2062	Phosphohistidine phosphatase SixA
AJBIBFBA_01855	CDS	342				hypothetical protein
AJBIBFBA_01856	CDS	1023	gpsA	1.1.1.94		Glycerol-3-phosphate dehydrogenase [NAD(P)+]
AJBIBFBA_01857	CDS	2109	btuB_4			Vitamin B12 transporter BtuB
AJBIBFBA_01858	CDS	930				hypothetical protein
AJBIBFBA_01859	CDS	1956	barA_1	2.7.13.3	COG0784	Signal transduction histidine-protein kinase BarA
AJBIBFBA_01860	CDS	516	fabA	4.2.1.59	COG0764	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase
AJBIBFBA_01861	CDS	1218	fabB	2.3.1.41		3-oxoacyl-[acyl-carrier-protein] synthase 1
AJBIBFBA_01862	CDS	1626				hypothetical protein
AJBIBFBA_01863	CDS	441			COG1733	putative HTH-type transcriptional regulator
AJBIBFBA_01864	CDS	477				hypothetical protein
AJBIBFBA_01865	CDS	1035				hypothetical protein
AJBIBFBA_01866	CDS	825				hypothetical protein
AJBIBFBA_01867	CDS	423	nicR		COG1846	HTH-type transcriptional repressor NicR
AJBIBFBA_01868	CDS	492	nicA	1.17.2.1	COG2080	Nicotinate dehydrogenase subunit A
AJBIBFBA_01869	CDS	2247	nicB_1	1.17.2.1	COG1529	Nicotinate dehydrogenase subunit B
AJBIBFBA_01870	CDS	1302	nicB_2	1.17.2.1	COG1529	Nicotinate dehydrogenase subunit B
AJBIBFBA_01871	CDS	783	nimR_3			HTH-type transcriptional regulator NimR
AJBIBFBA_01872	CDS	822	panB_2	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
AJBIBFBA_01873	CDS	726				hypothetical protein
AJBIBFBA_01874	CDS	1905	htpG_1		COG0326	Chaperone protein HtpG
AJBIBFBA_01875	CDS	1230				hypothetical protein
AJBIBFBA_01876	CDS	447				hypothetical protein
AJBIBFBA_01877	CDS	474				hypothetical protein
AJBIBFBA_01878	CDS	237				hypothetical protein
AJBIBFBA_01879	CDS	765				hypothetical protein
AJBIBFBA_01880	CDS	1314	brnQ_1		COG1114	Branched-chain amino acid transport system 2 carrier protein
AJBIBFBA_01881	CDS	888	sucD	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
AJBIBFBA_01882	CDS	1167	sucC	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
AJBIBFBA_01883	CDS	1437	lpdG	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
AJBIBFBA_01884	CDS	1230	sucB	2.3.1.61	COG0508	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
AJBIBFBA_01885	CDS	2832	sucA	1.2.4.2	COG0567	2-oxoglutarate dehydrogenase E1 component
AJBIBFBA_01886	CDS	708	sdhB	1.3.5.1	COG0479	Succinate dehydrogenase iron-sulfur subunit
AJBIBFBA_01887	CDS	1773	sdhA	1.3.5.1	COG1053	Succinate dehydrogenase flavoprotein subunit
AJBIBFBA_01888	CDS	375	sdhD		COG2142	Succinate dehydrogenase hydrophobic membrane anchor subunit
AJBIBFBA_01889	CDS	387	sdhC		COG2009	Succinate dehydrogenase cytochrome b556 subunit
AJBIBFBA_01890	CDS	1287	gltA	2.3.3.16	COG0372	Citrate synthase
AJBIBFBA_01891	CDS	609				hypothetical protein
AJBIBFBA_01892	CDS	255				hypothetical protein
AJBIBFBA_01893	CDS	756				hypothetical protein
AJBIBFBA_01894	CDS	342				hypothetical protein
AJBIBFBA_01895	CDS	867	garR_2	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
AJBIBFBA_01896	CDS	552				hypothetical protein
AJBIBFBA_01897	CDS	282	ppnP	2.4.2.1	COG3123	Pyrimidine/purine nucleoside phosphorylase
AJBIBFBA_01898	CDS	597				hypothetical protein
AJBIBFBA_01899	CDS	1146				hypothetical protein
AJBIBFBA_01900	CDS	180				hypothetical protein
AJBIBFBA_01901	CDS	882	cmpR_2			HTH-type transcriptional activator CmpR
AJBIBFBA_01902	CDS	1362	glpT_1		COG2271	Glycerol-3-phosphate transporter
AJBIBFBA_01903	CDS	354	amnD	3.5.99.5		2-aminomuconate deaminase
AJBIBFBA_01904	CDS	1398	puuB_5	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
AJBIBFBA_01905	CDS	1365	puuA_1	6.3.1.11	COG0174	Gamma-glutamylputrescine synthetase PuuA
AJBIBFBA_01906	CDS	1311	puuB_6	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
AJBIBFBA_01907	CDS	240	tusA_1		COG0425	Sulfur carrier protein TusA
AJBIBFBA_01908	CDS	1059	rlmM	2.1.1.186	COG2933	Ribosomal RNA large subunit methyltransferase M
AJBIBFBA_01909	CDS	2733	acnA	4.2.1.3	COG1048	Aconitate hydratase A
AJBIBFBA_01910	CDS	1566	aer		COG0840	Aerotaxis receptor
AJBIBFBA_01911	CDS	1158				hypothetical protein
AJBIBFBA_01912	CDS	633				hypothetical protein
AJBIBFBA_01913	CDS	1428	ccoN1_2	1.9.3.1	COG3278	Cbb3-type cytochrome c oxidase subunit CcoN1
AJBIBFBA_01914	CDS	609				hypothetical protein
AJBIBFBA_01915	CDS	186				hypothetical protein
AJBIBFBA_01916	CDS	927	ccoP1			Cbb3-type cytochrome c oxidase subunit CcoP1
AJBIBFBA_01917	CDS	1428	ccoN1_3	1.9.3.1	COG3278	Cbb3-type cytochrome c oxidase subunit CcoN1
AJBIBFBA_01918	CDS	612				hypothetical protein
AJBIBFBA_01919	CDS	186				hypothetical protein
AJBIBFBA_01920	CDS	957	ccoP2		COG2010	Cbb3-type cytochrome c oxidase subunit CcoP2
AJBIBFBA_01921	CDS	1416				hypothetical protein
AJBIBFBA_01922	CDS	540				hypothetical protein
AJBIBFBA_01923	CDS	2436	copA_1	7.2.2.8		putative copper-importing P-type ATPase A
AJBIBFBA_01924	CDS	210				hypothetical protein
AJBIBFBA_01925	CDS	684				hypothetical protein
AJBIBFBA_01926	CDS	1383	hemN	1.3.98.3	COG0635	Oxygen-independent coproporphyrinogen III oxidase
AJBIBFBA_01927	CDS	468				hypothetical protein
AJBIBFBA_01928	CDS	735	anr			Transcriptional activator protein Anr
AJBIBFBA_01929	CDS	549	apt	2.4.2.7		Adenine phosphoribosyltransferase
AJBIBFBA_01930	CDS	837				hypothetical protein
AJBIBFBA_01931	CDS	369	mdtJ		COG2076	Spermidine export protein MdtJ
AJBIBFBA_01932	CDS	330	mdtI		COG2076	Spermidine export protein MdtI
AJBIBFBA_01933	CDS	849	fabR_2			HTH-type transcriptional repressor FabR
AJBIBFBA_01934	CDS	1545		1.14.13.-	COG2072	Baeyer-Villiger monooxygenase
AJBIBFBA_01935	CDS	888	sadH	1.-.-.-		Putative oxidoreductase SadH
AJBIBFBA_01936	CDS	540				hypothetical protein
AJBIBFBA_01937	CDS	1149	mmgC_5	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
AJBIBFBA_01938	CDS	597	recR		COG0353	Recombination protein RecR
AJBIBFBA_01939	CDS	327	ybaB		COG0718	Nucleoid-associated protein YbaB
