locus_tag	ftype	length_bp	gene	EC_number	COG	product
FNCGEDBI_01480	CDS	1254	hcnC_2			hydrogen cyanide synthase subunit HcnC
FNCGEDBI_01481	CDS	585				transcriptional regulator
FNCGEDBI_01482	CDS	1038				oxidoreductase
FNCGEDBI_01483	CDS	345				hypothetical protein
FNCGEDBI_01484	CDS	876				dehydrogenase
FNCGEDBI_01485	CDS	1596	pdeB	3.1.4.52	COG4943	putative cyclic di-GMP phosphodiesterase PdeB
FNCGEDBI_01486	CDS	885				hypothetical protein
FNCGEDBI_01487	CDS	678				amino acid permease
FNCGEDBI_01488	CDS	717				amino acid permease
FNCGEDBI_01489	CDS	807				ABC transporter
FNCGEDBI_01490	CDS	477				hypothetical protein
FNCGEDBI_01491	CDS	948				transcriptional regulator
FNCGEDBI_01492	CDS	1521				hypothetical protein
FNCGEDBI_01493	CDS	531				hypothetical protein
FNCGEDBI_01494	CDS	1014				hypothetical protein
FNCGEDBI_01495	CDS	1326				major facilitator superfamily transporter
FNCGEDBI_01496	CDS	960				hypothetical protein
FNCGEDBI_01497	CDS	1014		1.1.1.262		4-hydroxythreonine-4-phosphate dehydrogenase
FNCGEDBI_01498	CDS	1251				porin
FNCGEDBI_01499	CDS	1323				major facilitator superfamily transporter
FNCGEDBI_01500	CDS	1176	rhmD	4.2.1.90	COG4948	L-rhamnonate dehydratase
FNCGEDBI_01501	CDS	996				hypothetical protein
FNCGEDBI_01502	CDS	1584				aldehyde dehydrogenase
FNCGEDBI_01503	CDS	621				paraquat-inducible protein A
FNCGEDBI_01504	CDS	1230	sbcD_1			exonuclease SbcD
FNCGEDBI_01505	CDS	3636				exonuclease
FNCGEDBI_01506	CDS	2166	recD			exodeoxyribonuclease V subunit alpha
FNCGEDBI_01507	CDS	3738	recB_1			exodeoxyribonuclease V subunit beta
FNCGEDBI_01508	CDS	3516	recC			exodeoxyribonuclease V subunit gamma
FNCGEDBI_01509	CDS	684				hypothetical protein
FNCGEDBI_01510	CDS	891				hypothetical protein
FNCGEDBI_01511	CDS	804				transcriptional regulator
FNCGEDBI_01512	CDS	1206				transporter
FNCGEDBI_01513	CDS	1617				chemotaxis transducer
FNCGEDBI_01514	CDS	252				hypothetical protein
FNCGEDBI_01515	CDS	1470				phosphate transporter
FNCGEDBI_01516	CDS	2772	pprA			two-component sensor PprA
FNCGEDBI_01517	CDS	465				hypothetical protein
FNCGEDBI_01518	CDS	483	fppA			Flp prepilin peptidase FppA
FNCGEDBI_01519	CDS	828	pprB			two-component response regulator PprB
FNCGEDBI_01520	CDS	1671				hypothetical protein
FNCGEDBI_01521	CDS	285				hypothetical protein
FNCGEDBI_01522	CDS	738	tadD			type II secretion system protein TadD
FNCGEDBI_01523	CDS	912	tadC			type II secretion system protein TadC
FNCGEDBI_01524	CDS	885	tadB			type II secretion system protein TadB
FNCGEDBI_01525	CDS	1266	tadA_2			ATPase TadA
FNCGEDBI_01526	CDS	1185				hypothetical protein
FNCGEDBI_01527	CDS	1251	rcpA			type II/III secretion system protein
FNCGEDBI_01528	CDS	912				hypothetical protein
FNCGEDBI_01529	CDS	219	flp			type IVb pilin Flp
FNCGEDBI_01530	CDS	1125				hypothetical protein
FNCGEDBI_01531	CDS	597	sttH_1	3.5.2.19		Streptothricin hydrolase
FNCGEDBI_01532	CDS	915				50S ribosomal protein L3 glutamine methyltransferase
FNCGEDBI_01533	CDS	780				hypothetical protein
FNCGEDBI_01534	CDS	984				hypothetical protein
FNCGEDBI_01535	CDS	1092	aroC	4.2.3.5		chorismate synthase
FNCGEDBI_01536	CDS	1152				MFS metabolite transporter
FNCGEDBI_01537	CDS	618				methylthioribulose-1-phosphate dehydratase
FNCGEDBI_01538	CDS	546				acireductone dioxygenase
FNCGEDBI_01539	CDS	678	masA			enolase-phosphatase
FNCGEDBI_01540	CDS	192				hypothetical protein
FNCGEDBI_01541	CDS	894	alkA			DNA-3-methyladenine glycosidase II
FNCGEDBI_01542	CDS	861	speE_1	2.5.1.16		polyamine aminopropyltransferase
FNCGEDBI_01543	CDS	870				hypothetical protein
FNCGEDBI_01544	CDS	2103	mdoB_2	2.7.8.20		Phosphoglycerol transferase I
FNCGEDBI_01545	CDS	1050	pscU			translocation protein in type III secretion
FNCGEDBI_01546	CDS	789	pscT			translocation protein in type III secretion
FNCGEDBI_01547	CDS	267				translocation protein in type III secretion
FNCGEDBI_01548	CDS	654	pscR			type III secretion system protein
FNCGEDBI_01549	CDS	930	pscQ			type III secretion system protein
FNCGEDBI_01550	CDS	399	pscP			translocation protein in type III secretion
FNCGEDBI_01551	CDS	648				hypothetical protein
FNCGEDBI_01552	CDS	477	pscO			translocation protein in type III secretion
FNCGEDBI_01553	CDS	1290				type III secretion system ATPase
FNCGEDBI_01554	CDS	867	popN			type III secretion outer membrane protein PopN
FNCGEDBI_01555	CDS	279	tyeA			Protein TyeA
FNCGEDBI_01556	CDS	372	sycN			Chaperone protein SycN
FNCGEDBI_01557	CDS	366	yscX			Yop proteins translocation protein X
FNCGEDBI_01558	CDS	330	yscY			Chaperone protein YscY
FNCGEDBI_01559	CDS	2121	pcrD			type III secretory apparatus protein PcrD
FNCGEDBI_01560	CDS	435	pcrR			transcriptional regulator PcrR
FNCGEDBI_01561	CDS	297	pcrG			type III secretion regulator
FNCGEDBI_01562	CDS	885	pcrV			type III secretion protein PcrV
FNCGEDBI_01563	CDS	507	pcrH			regulatory protein PcrH
FNCGEDBI_01564	CDS	1173	popB			translocator protein PopB
FNCGEDBI_01565	CDS	888	popD			translocator outer membrane protein PopD
FNCGEDBI_01566	CDS	438	exsC			exoenzyme S synthesis protein ExsC
FNCGEDBI_01567	CDS	246				hypothetical protein
FNCGEDBI_01568	CDS	414	exsB			exoenzyme S synthesis protein ExsB
FNCGEDBI_01569	CDS	897	exsA			exoenzyme S transcriptional regulator ExsA
FNCGEDBI_01570	CDS	831				hypothetical protein
FNCGEDBI_01571	CDS	423	pscB			type III export apparatus protein
FNCGEDBI_01572	CDS	1803	pscC			type III secretion outer membrane protein PscC
FNCGEDBI_01573	CDS	1299	pscD			type III export protein PscD
FNCGEDBI_01574	CDS	204	pscE			type III export protein PscE
FNCGEDBI_01575	CDS	258	pscF			type III export protein PscF
FNCGEDBI_01576	CDS	348	pscG			type III export protein PscG
FNCGEDBI_01577	CDS	432	pscH			type III export protein PscH
FNCGEDBI_01578	CDS	339	pscI			type III export protein PscI
FNCGEDBI_01579	CDS	735	pscJ			type III export protein PscJ
FNCGEDBI_01580	CDS	621	pscK			type III export protein PscK
FNCGEDBI_01581	CDS	645	pscL			type III secretion system protein
FNCGEDBI_01582	CDS	2295	bglX			beta-glucosidase
FNCGEDBI_01583	CDS	2058	mucR			signaling protein
FNCGEDBI_01584	CDS	342				hypothetical protein
FNCGEDBI_01585	CDS	699				hypothetical protein
FNCGEDBI_01586	CDS	1413			COG2308	putative protein
FNCGEDBI_01587	CDS	954				hypothetical protein
FNCGEDBI_01588	CDS	801			COG1305	putative protein
FNCGEDBI_01589	CDS	732				hypothetical protein
FNCGEDBI_01590	CDS	822				hypothetical protein
FNCGEDBI_01591	CDS	888				hypothetical protein
FNCGEDBI_01592	CDS	102				hypothetical protein
FNCGEDBI_01593	CDS	1206		2.3.1.9		acetyl-CoA acetyltransferase
FNCGEDBI_01594	CDS	2145				3-hydroxyacyl-CoA dehydrogenase
FNCGEDBI_01595	CDS	915				transcriptional regulator
FNCGEDBI_01596	CDS	972				oxidoreductase
FNCGEDBI_01597	CDS	999				hypothetical protein
FNCGEDBI_01598	CDS	372				hypothetical protein
FNCGEDBI_01599	CDS	723				amidotransferase
FNCGEDBI_01600	CDS	240				hypothetical protein
FNCGEDBI_01601	CDS	219				hypothetical protein
FNCGEDBI_01602	CDS	489				hypothetical protein
FNCGEDBI_01603	CDS	507				hypothetical protein
FNCGEDBI_01604	CDS	189				hypothetical protein
FNCGEDBI_01605	CDS	690		4.2.1.17		enoyl-CoA hydratase
FNCGEDBI_01606	CDS	285				hypothetical protein
FNCGEDBI_01607	CDS	1077		2.5.1.54		phospho-2-dehydro-3-deoxyheptonate aldolase
FNCGEDBI_01608	CDS	381				hypothetical protein
FNCGEDBI_01609	CDS	948		1.1.1.169		2-dehydropantoate 2-reductase
FNCGEDBI_01610	CDS	498				hypothetical protein
FNCGEDBI_01611	CDS	975	cysB			transcriptional regulator CysB
FNCGEDBI_01612	CDS	348				hypothetical protein
FNCGEDBI_01613	CDS	804	cysH	1.8.4.8		phosphoadenosine phosphosulfate reductase
FNCGEDBI_01614	CDS	618	thrH			phosphoserine phosphatase
FNCGEDBI_01615	CDS	1362	pabB			para-aminobenzoate synthase component I
FNCGEDBI_01616	CDS	2571				transcriptional regulator
FNCGEDBI_01617	CDS	2724				transcriptional regulator
FNCGEDBI_01618	CDS	438				hypothetical protein
FNCGEDBI_01619	CDS	762				hypothetical protein
FNCGEDBI_01620	CDS	1026				hypothetical protein
FNCGEDBI_01621	CDS	1599				hypothetical protein
FNCGEDBI_01622	CDS	1191				hypothetical protein
FNCGEDBI_01623	CDS	984				hypothetical protein
FNCGEDBI_01624	CDS	1527				hypothetical protein
FNCGEDBI_01625	CDS	540				hypothetical protein
FNCGEDBI_01626	CDS	819				phosphoenolpyruvate synthase regulatory protein
FNCGEDBI_01627	CDS	2376	ppsA	2.7.9.2		phosphoenolpyruvate synthase
FNCGEDBI_01628	CDS	1011	estX			hydrolase
FNCGEDBI_01629	CDS	489				ribonuclease activity regulator protein RraA
FNCGEDBI_01630	CDS	999	cmaX_1			transporter
FNCGEDBI_01631	CDS	249				hypothetical protein
FNCGEDBI_01632	CDS	825				hypothetical protein
FNCGEDBI_01633	CDS	498	sigX			RNA polymerase sigma factor SigX
FNCGEDBI_01634	CDS	1053	oprF			outer membrane porin F
FNCGEDBI_01635	CDS	738	cobA	2.1.1.107		uroporphyrin-III C-methyltransferase
FNCGEDBI_01636	tRNA	99				tRNA-Cys(gca)
FNCGEDBI_01637	CDS	327	nirD			assimilatory nitrite reductase small subunit
FNCGEDBI_01638	CDS	2451	nirB			assimilatory nitrite reductase large subunit
FNCGEDBI_01639	CDS	1668				serine/threonine-protein kinase
FNCGEDBI_01640	CDS	1212	nasA			nitrate transporter
FNCGEDBI_01641	CDS	696	alyA_2	4.2.2.3		Alginate lyase
FNCGEDBI_01642	CDS	579	pdtaR		COG3707	putative transcriptional regulatory protein pdtaR
FNCGEDBI_01643	CDS	1209	nrtA			Nitrate/nitrite binding protein NrtA
FNCGEDBI_01644	CDS	2610	acnB	4.2.1.3		aconitate hydratase B
FNCGEDBI_01645	CDS	468				hypothetical protein
FNCGEDBI_01646	CDS	864	uspE_1		COG0589	Universal stress protein E
FNCGEDBI_01647	CDS	612				hypothetical protein
FNCGEDBI_01648	CDS	1332				hypothetical protein
FNCGEDBI_01649	CDS	723		3.6.1.-		UDP-2,3-diacylglucosamine hydrolase
FNCGEDBI_01650	CDS	498	ppiB			peptidyl-prolyl cis-trans isomerase B
FNCGEDBI_01651	CDS	1671	glnS	6.1.1.18		glutamine--tRNA ligase
FNCGEDBI_01652	CDS	1383	cysS	6.1.1.16		cysteine--tRNA ligase
FNCGEDBI_01653	CDS	855	folD	1.5.1.5		bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase/ 5,10-methylene-tetrahydrofolate cyclohydrolase
FNCGEDBI_01654	tRNA	77				tRNA-Arg(tct)
FNCGEDBI_01655	tRNA	76				tRNA-His(gtg)
FNCGEDBI_01656	tRNA	85				tRNA-Leu(tag)
FNCGEDBI_01657	CDS	1110	xerC_1			Tyrosine recombinase XerC
FNCGEDBI_01658	CDS	378				hypothetical protein
FNCGEDBI_01659	CDS	315				hypothetical protein
FNCGEDBI_01660	CDS	273				hypothetical protein
FNCGEDBI_01661	CDS	222				hypothetical protein
FNCGEDBI_01662	CDS	285				hypothetical protein
FNCGEDBI_01663	CDS	186				hypothetical protein
FNCGEDBI_01664	CDS	147				hypothetical protein
FNCGEDBI_01665	CDS	402				hypothetical protein
FNCGEDBI_01666	CDS	270				hypothetical protein
FNCGEDBI_01667	CDS	1029				hypothetical protein
FNCGEDBI_01668	CDS	225				hypothetical protein
FNCGEDBI_01669	CDS	642				hypothetical protein
FNCGEDBI_01670	CDS	288				hypothetical protein
FNCGEDBI_01671	CDS	618				hypothetical protein
FNCGEDBI_01672	CDS	534				hypothetical protein
FNCGEDBI_01673	CDS	837				hypothetical protein
FNCGEDBI_01674	CDS	114				hypothetical protein
FNCGEDBI_01675	CDS	366				hypothetical protein
FNCGEDBI_01676	CDS	300				hypothetical protein
FNCGEDBI_01677	CDS	240				hypothetical protein
FNCGEDBI_01678	CDS	294				hypothetical protein
FNCGEDBI_01679	CDS	207				hypothetical protein
FNCGEDBI_01680	CDS	312				hypothetical protein
FNCGEDBI_01681	CDS	579				hypothetical protein
FNCGEDBI_01682	CDS	675				hypothetical protein
FNCGEDBI_01683	CDS	432				hypothetical protein
FNCGEDBI_01684	CDS	384				hypothetical protein
FNCGEDBI_01685	CDS	180				hypothetical protein
FNCGEDBI_01686	CDS	345				hypothetical protein
FNCGEDBI_01687	CDS	261				hypothetical protein
FNCGEDBI_01688	CDS	465				hypothetical protein
FNCGEDBI_01689	CDS	141				hypothetical protein
FNCGEDBI_01690	CDS	423				hypothetical protein
FNCGEDBI_01691	CDS	891				hypothetical protein
FNCGEDBI_01692	CDS	1830				hypothetical protein
FNCGEDBI_01693	CDS	123				hypothetical protein
FNCGEDBI_01694	CDS	483				hypothetical protein
FNCGEDBI_01695	CDS	201	ptrB_1			repressor PtrB
FNCGEDBI_01696	CDS	198	clpX_1			ATP-dependent Clp protease ATP-binding subunit ClpX
FNCGEDBI_01697	CDS	252				hypothetical protein
FNCGEDBI_01698	CDS	588				hypothetical protein
FNCGEDBI_01699	CDS	270				hypothetical protein
FNCGEDBI_01700	CDS	210				hypothetical protein
FNCGEDBI_01701	CDS	366				hypothetical protein
FNCGEDBI_01702	CDS	597				hypothetical protein
FNCGEDBI_01703	CDS	318				hypothetical protein
FNCGEDBI_01704	CDS	579				hypothetical protein
FNCGEDBI_01705	tRNA	76				tRNA-Met(cat)
FNCGEDBI_01706	tRNA	76				tRNA-Gly(tcc)
FNCGEDBI_01707	tRNA	75				tRNA-Asn(gtt)
FNCGEDBI_01708	tRNA	76				tRNA-Thr(tgt)
FNCGEDBI_01709	CDS	369				hypothetical protein
FNCGEDBI_01710	CDS	219				hypothetical protein
FNCGEDBI_01711	CDS	381				hypothetical protein
FNCGEDBI_01712	CDS	1692				hypothetical protein
FNCGEDBI_01713	CDS	165				hypothetical protein
FNCGEDBI_01714	CDS	732				hypothetical protein
FNCGEDBI_01715	CDS	891	clpP_2	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
FNCGEDBI_01716	CDS	1188				hypothetical protein
FNCGEDBI_01717	CDS	321				hypothetical protein
FNCGEDBI_01718	CDS	828				hypothetical protein
FNCGEDBI_01719	CDS	618				hypothetical protein
FNCGEDBI_01720	CDS	495				hypothetical protein
FNCGEDBI_01721	CDS	522				hypothetical protein
FNCGEDBI_01722	CDS	360				hypothetical protein
FNCGEDBI_01723	CDS	255				hypothetical protein
FNCGEDBI_01724	CDS	2529				hypothetical protein
FNCGEDBI_01725	CDS	2730				hypothetical protein
FNCGEDBI_01726	CDS	2004				hypothetical protein
FNCGEDBI_01727	CDS	861				hypothetical protein
FNCGEDBI_01728	CDS	333				hypothetical protein
FNCGEDBI_01729	CDS	168				hypothetical protein
FNCGEDBI_01730	CDS	435	rrrD	3.2.1.17	COG3772	Lysozyme RrrD
FNCGEDBI_01731	CDS	369				hypothetical protein
FNCGEDBI_01732	CDS	264				hypothetical protein
FNCGEDBI_01733	CDS	264				hypothetical protein
FNCGEDBI_01734	tRNA	76				tRNA-His(gtg)
FNCGEDBI_01735	CDS	222				hypothetical protein
FNCGEDBI_01736	CDS	117				hypothetical protein
FNCGEDBI_01737	CDS	1845	dap	3.4.11.19		D-aminopeptidase
FNCGEDBI_01738	CDS	1287	parS			two-component sensor ParS
FNCGEDBI_01739	CDS	708	parR			two-component response regulator ParR
FNCGEDBI_01740	CDS	1311	tig	5.2.1.8		trigger factor
FNCGEDBI_01741	CDS	642	clpP_3	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
FNCGEDBI_01742	CDS	1281	clpX_2			ATP-dependent protease ATP-binding subunit ClpX
FNCGEDBI_01743	CDS	2397	lon			Lon protease
FNCGEDBI_01744	CDS	273	hupB			DNA-binding protein HU
FNCGEDBI_01745	tRNA	77				tRNA-Asp(gtc)
FNCGEDBI_01746	CDS	1866	ppiD			peptidyl-prolyl cis-trans isomerase D
FNCGEDBI_01747	CDS	798	fabI			NADH-dependent enoyl-ACP reductase
FNCGEDBI_01748	CDS	1611				ABC transporter ATP-binding protein
FNCGEDBI_01749	CDS	1020				ABC transporter permease
FNCGEDBI_01750	CDS	1083				ABC transporter permease
FNCGEDBI_01751	CDS	1848				ABC transporter
FNCGEDBI_01752	CDS	1830				solute-binding protein
FNCGEDBI_01753	CDS	1605	mltD			membrane-bound lytic murein transglycosylase D
FNCGEDBI_01754	CDS	777		3.1.2.6		hydroxyacylglutathione hydrolase
FNCGEDBI_01755	CDS	762				hypothetical protein
FNCGEDBI_01756	CDS	447	rnhA	3.1.26.4		ribonuclease HI
FNCGEDBI_01757	CDS	741	dnaQ			DNA polymerase III subunit epsilon
FNCGEDBI_01758	CDS	390				hypothetical protein
FNCGEDBI_01759	CDS	2256	ldcA			lysine-specific pyridoxal 5'-phosphate-dependent carboxylase LdcA
FNCGEDBI_01760	CDS	1356				amino acid permease
FNCGEDBI_01761	CDS	1503	nhaB			Na(+)/H(+) antiporter NhaB
FNCGEDBI_01762	CDS	813		4.2.1.17		enoyl-CoA hydratase
FNCGEDBI_01763	CDS	1689	chpA_1			chemotactic signal transduction system protein
FNCGEDBI_01764	CDS	837				NADH pyrophosphatase
FNCGEDBI_01765	CDS	780	yfcA		COG0730	putative membrane transporter protein YfcA
FNCGEDBI_01766	CDS	645				hypothetical protein
FNCGEDBI_01767	CDS	906				transcriptional regulator
FNCGEDBI_01768	CDS	762				short-chain dehydrogenase
FNCGEDBI_01769	CDS	768				short-chain dehydrogenase
FNCGEDBI_01770	CDS	1071				hypothetical protein
FNCGEDBI_01771	CDS	315				hypothetical protein
FNCGEDBI_01772	CDS	711				hypothetical protein
FNCGEDBI_01773	CDS	1026				protease
FNCGEDBI_01774	CDS	993				oxidoreductase
FNCGEDBI_01775	CDS	876				alpha/beta hydrolase
FNCGEDBI_01776	CDS	438				hypothetical protein
FNCGEDBI_01777	CDS	582				transcriptional regulator
FNCGEDBI_01778	CDS	498				hypothetical protein
FNCGEDBI_01779	CDS	1659	cysI			sulfite reductase
FNCGEDBI_01780	CDS	117				hypothetical protein
FNCGEDBI_01781	CDS	228				hypothetical protein
FNCGEDBI_01782	CDS	1041				RNA methyltransferase
FNCGEDBI_01783	CDS	303				hypothetical protein
FNCGEDBI_01784	CDS	486	proX		COG3760	Prolyl-tRNA editing protein ProX
FNCGEDBI_01785	CDS	363			COG3171	putative protein
FNCGEDBI_01786	CDS	3705	metH	2.1.1.13		B12-dependent methionine synthase
FNCGEDBI_01787	CDS	465				hypothetical protein
FNCGEDBI_01788	CDS	519				hypothetical protein
FNCGEDBI_01789	CDS	2289	cti			cis/trans isomerase
FNCGEDBI_01790	CDS	585				Fe/S biogenesis protein NfuA
FNCGEDBI_01791	CDS	1170				major facilitator superfamily transporter
FNCGEDBI_01792	CDS	243				hypothetical protein
FNCGEDBI_01793	CDS	1005				transcriptional regulator
FNCGEDBI_01794	CDS	1206				hypothetical protein
FNCGEDBI_01795	CDS	276				hypothetical protein
FNCGEDBI_01796	CDS	864				transcriptional regulator
FNCGEDBI_01797	CDS	1158				hypothetical protein
FNCGEDBI_01798	CDS	222				hypothetical protein
FNCGEDBI_01799	CDS	1443				cbb3-type cytochrome C oxidase subunit I
FNCGEDBI_01800	CDS	924	yedI		COG2354	Inner membrane protein YedI
FNCGEDBI_01801	CDS	108				hypothetical protein
FNCGEDBI_01802	CDS	828	str			streptomycin 3''-phosphotransferase
FNCGEDBI_01803	CDS	888				transcriptional regulator
FNCGEDBI_01804	CDS	828				hypothetical protein
FNCGEDBI_01805	CDS	1086	modC			molybdenum ABC transporter ATP-binding protein ModC
FNCGEDBI_01806	CDS	687	modB			molybdenum ABC transporter permease ModB
FNCGEDBI_01807	CDS	756	modA			molybdenum ABC transporter substrate-binding protein ModA
FNCGEDBI_01808	CDS	651				transcriptional regulator
FNCGEDBI_01809	CDS	1680				Fanconi-associated nuclease
FNCGEDBI_01810	CDS	2277	dinG	3.1.-.-		3'-5' exonuclease DinG
FNCGEDBI_01811	CDS	210				hypothetical protein
FNCGEDBI_01812	CDS	528	xphA			type VI pilus biosynthesis protein
FNCGEDBI_01813	CDS	2331	xqhA			secretion protein XqhA
FNCGEDBI_01814	CDS	240				acyl carrier protein
FNCGEDBI_01815	CDS	426				hypothetical protein
FNCGEDBI_01816	CDS	1257	lasA			protease LasA
FNCGEDBI_01817	CDS	792				hypothetical protein
FNCGEDBI_01818	CDS	1023	cmaX_2			transporter
FNCGEDBI_01819	CDS	1449				transporter
FNCGEDBI_01820	CDS	1395	eutB			ethanolamine ammonia-lyase large subunit
FNCGEDBI_01821	CDS	822		4.3.1.7		ethanolamine ammonia-lyase small subunit
FNCGEDBI_01822	CDS	462				acetyltransferase
FNCGEDBI_01823	CDS	894				hypothetical protein
FNCGEDBI_01824	CDS	1584				hypothetical protein
FNCGEDBI_01825	CDS	666	dedA		COG0586	Protein DedA
FNCGEDBI_01826	CDS	831	mtfA		COG3228	Protein MtfA
FNCGEDBI_01827	CDS	528	ppa	3.6.1.1		inorganic pyrophosphatase
FNCGEDBI_01828	CDS	717				two-component response regulator
FNCGEDBI_01829	CDS	270				hypothetical protein
FNCGEDBI_01830	CDS	690	aqpZ			aquaporin Z
FNCGEDBI_01831	CDS	1002				hypothetical protein
FNCGEDBI_01832	CDS	2301				two-component sensor
FNCGEDBI_01833	CDS	927				ABC transporter ATP-binding protein
FNCGEDBI_01834	CDS	735				ABC transporter permease
FNCGEDBI_01835	CDS	1803				hypothetical protein
FNCGEDBI_01836	CDS	1008				hypothetical protein
FNCGEDBI_01837	CDS	1170	tarD	4.2.1.81	COG4948	D(-)-tartrate dehydratase
FNCGEDBI_01838	CDS	345	xseB	3.1.11.6		Exodeoxyribonuclease 7 small subunit
FNCGEDBI_01839	CDS	888	ispA			geranyltranstransferase
FNCGEDBI_01840	CDS	1884	dxs	2.2.1.7		1-deoxy-D-xylulose-5-phosphate synthase
FNCGEDBI_01841	CDS	798	phuT_1			heme-transporter PhuT
FNCGEDBI_01842	CDS	420				hypothetical protein
FNCGEDBI_01843	CDS	618	ribA	3.5.4.25		GTP cyclohydrolase II
FNCGEDBI_01844	CDS	645				hypothetical protein
FNCGEDBI_01845	CDS	747				hypothetical protein
FNCGEDBI_01846	CDS	516	pgpA			phosphatidylglycerophosphatase A
FNCGEDBI_01847	CDS	969	thiL	2.7.4.16		thiamine monophosphate kinase
FNCGEDBI_01848	CDS	480	nusB			transcription antitermination protein NusB
FNCGEDBI_01849	CDS	477	ribE			6,7-dimethyl-8-ribityllumazine synthase
FNCGEDBI_01850	CDS	1098	ribB	4.1.99.12		3,4-dihydroxy-2-butanone-4-phosphate synthase
FNCGEDBI_01851	CDS	660	ribC	2.5.1.9		riboflavin synthase subunit alpha
FNCGEDBI_01852	CDS	1122	ribD			riboflavin-specific deaminase/reductase
FNCGEDBI_01853	CDS	510	nrdR			transcriptional regulator NrdR
FNCGEDBI_01854	CDS	459				hypothetical protein
FNCGEDBI_01855	CDS	663	prmC_2	2.1.1.297		Release factor glutamine methyltransferase
FNCGEDBI_01856	CDS	870				thioredoxin
FNCGEDBI_01857	CDS	357				hypothetical protein
FNCGEDBI_01858	CDS	603				hypothetical protein
FNCGEDBI_01859	CDS	705				ABC transporter ATP-binding protein
FNCGEDBI_01860	CDS	1266				hypothetical protein
FNCGEDBI_01861	CDS	519				hypothetical protein
FNCGEDBI_01862	CDS	699	oprG			outer membrane protein OprG
FNCGEDBI_01863	CDS	357				hypothetical protein
FNCGEDBI_01864	CDS	930				epimerase
FNCGEDBI_01865	CDS	885	rmlD_1			dTDP-4-dehydrorhamnose reductase
FNCGEDBI_01866	CDS	951				FeaR family transcriptional regulator
FNCGEDBI_01867	CDS	579				hypothetical protein
FNCGEDBI_01868	CDS	1491				amino acid permease
FNCGEDBI_01869	CDS	1488				aldehyde dehydrogenase
FNCGEDBI_01870	CDS	669				transcriptional regulator
FNCGEDBI_01871	CDS	837				hypothetical protein
FNCGEDBI_01872	CDS	375				hypothetical protein
FNCGEDBI_01873	CDS	207				transcriptional regulator
FNCGEDBI_01874	CDS	2976				nonribosomal peptide synthetase
FNCGEDBI_01875	CDS	690				short-chain dehydrogenase
FNCGEDBI_01876	CDS	645				response regulator
FNCGEDBI_01877	CDS	1146	cupB6			fimbrial subunit CupB6
FNCGEDBI_01878	CDS	3057	cupB5			adhesive protein CupB5
FNCGEDBI_01879	CDS	741	cupB4			chaperone CupB4
FNCGEDBI_01880	CDS	2781	cupB3			usher CupB3
FNCGEDBI_01881	CDS	747	cupB2			chaperone CupB2
FNCGEDBI_01882	CDS	597	cupB1			fimbrial subunit CupB1
FNCGEDBI_01883	CDS	825	moaF			Protein MoaF
FNCGEDBI_01884	CDS	1386				aminotransferase
FNCGEDBI_01885	CDS	762				3-ketoacyl-ACP reductase
FNCGEDBI_01886	CDS	291				hypothetical protein
FNCGEDBI_01887	CDS	1563	hpaA			4-hydroxyphenylacetate 3-monooxygenase large subunit
FNCGEDBI_01888	CDS	513	hpaC			4-hydroxyphenylacetate 3-monooxygenase small subunit
FNCGEDBI_01889	CDS	417				hypothetical protein
FNCGEDBI_01890	CDS	960				transcriptional regulator
FNCGEDBI_01891	CDS	534				hypothetical protein
FNCGEDBI_01892	CDS	1260				major facilitator superfamily transporter
FNCGEDBI_01893	CDS	1059				alcohol dehydrogenase
FNCGEDBI_01894	CDS	726				short-chain dehydrogenase
FNCGEDBI_01895	CDS	1305	oprB_1			porin B
FNCGEDBI_01896	CDS	1743				dehydrogenase
FNCGEDBI_01897	CDS	261				hypothetical protein
FNCGEDBI_01898	CDS	741	bfmR			protein BfmR
FNCGEDBI_01899	CDS	1305	bfmS			protein BfmS
FNCGEDBI_01900	CDS	630				hypothetical protein
FNCGEDBI_01901	CDS	510				hypothetical protein
FNCGEDBI_01902	CDS	756				hypothetical protein
FNCGEDBI_01903	CDS	831				hypothetical protein
FNCGEDBI_01904	CDS	468				hypothetical protein
FNCGEDBI_01905	CDS	1245				cyclic di-GMP phosphodiesterase
FNCGEDBI_01906	CDS	222				hypothetical protein
FNCGEDBI_01907	CDS	891	ampR			transcriptional regulator AmpR
FNCGEDBI_01908	CDS	1194	ampC	3.5.2.6		beta-lactamase
FNCGEDBI_01909	CDS	399				hypothetical protein
FNCGEDBI_01910	CDS	4254				sensor/response regulator hybrid protein
FNCGEDBI_01911	CDS	1191				sugar efflux transporter
FNCGEDBI_01912	CDS	510				spermidine acetyltransferase
FNCGEDBI_01913	CDS	1386	ppnN	3.2.2.-	COG1611	Pyrimidine/purine nucleotide 5'-monophosphate nucleosidase
FNCGEDBI_01914	CDS	588	bphO			heme oxygenase BphO
FNCGEDBI_01915	CDS	2187	bphP			phytochrome BphP
FNCGEDBI_01916	CDS	570				hypothetical protein
FNCGEDBI_01917	CDS	807	aph			aminoglycoside 3-N-acetyltransferase
FNCGEDBI_01918	CDS	912				transcriptional regulator
FNCGEDBI_01919	CDS	660	hpcE_1		COG0179	Homoprotocatechuate catabolism bifunctional isomerase/decarboxylase
