locus_tag	ftype	length_bp	gene	EC_number	COG	product
GCDEOBMB_01323	CDS	795	yafV	3.5.1.3		Omega-amidase YafV
GCDEOBMB_01324	CDS	1149				aminotransferase
GCDEOBMB_01325	CDS	1482				GTPase Der
GCDEOBMB_01326	CDS	1143				outer membrane protein assembly factor BamB
GCDEOBMB_01327	CDS	645				hypothetical protein
GCDEOBMB_01328	CDS	1290	hisS	6.1.1.21		histidine--tRNA ligase
GCDEOBMB_01329	CDS	1116	gcpE	1.17.7.1		4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
GCDEOBMB_01330	CDS	1044	rodZ		COG1426	Cytoskeleton protein RodZ
GCDEOBMB_01331	CDS	759	pilF			type 4 fimbrial biogenesis protein PilF
GCDEOBMB_01332	CDS	1140				23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN
GCDEOBMB_01333	CDS	432	ndk	2.7.4.6		nucleoside diphosphate kinase
GCDEOBMB_01334	CDS	201	iscX		COG2975	Protein IscX
GCDEOBMB_01335	CDS	339	fdx2			(2Fe-2S) ferredoxin
GCDEOBMB_01336	CDS	1860	hscA			chaperone protein HscA
GCDEOBMB_01337	CDS	522	hscB			co-chaperone HscB
GCDEOBMB_01338	CDS	324	iscA			iron-binding protein IscA
GCDEOBMB_01339	CDS	387	iscU			scaffold protein
GCDEOBMB_01340	CDS	1215	iscS	2.8.1.7		cysteine desulfurase
GCDEOBMB_01341	CDS	492	iscR			HTH-type transcriptional regulator
GCDEOBMB_01342	CDS	777	cysE			O-acetylserine synthase
GCDEOBMB_01343	CDS	774				methyltransferase
GCDEOBMB_01344	CDS	816				type III secretion system regulator SuhB
GCDEOBMB_01345	CDS	549				hypothetical protein
GCDEOBMB_01346	CDS	921	secF			preprotein translocase subunit SecF
GCDEOBMB_01347	CDS	1863	secD_1			preprotein translocase subunit SecD
GCDEOBMB_01348	CDS	339				preprotein translocase subunit YajC
GCDEOBMB_01349	CDS	1128	tgt	2.4.2.29		queuine tRNA-ribosyltransferase
GCDEOBMB_01350	CDS	1044	queA	5.-.-.-		S-adenosylmethionine--tRNA ribosyltransferase-isomerase
GCDEOBMB_01351	tRNA	87				tRNA-Leu(caa)
GCDEOBMB_01352	CDS	1581	arr			aminoglycoside response regulator
GCDEOBMB_01353	CDS	498				hypothetical protein
GCDEOBMB_01354	CDS	1068	lptG		COG0795	Lipopolysaccharide export system permease protein LptG
GCDEOBMB_01355	CDS	1119	lptF_2		COG0795	Lipopolysaccharide export system permease protein LptF
GCDEOBMB_01356	CDS	924	aidA			Quorum-quenching protein AidA
GCDEOBMB_01357	CDS	813				transcriptional regulator
GCDEOBMB_01358	CDS	1488	pepA	3.4.11.1		leucyl aminopeptidase
GCDEOBMB_01359	CDS	429	holC			DNA polymerase III subunit chi
GCDEOBMB_01360	CDS	369				hypothetical protein
GCDEOBMB_01361	CDS	2853	valS	6.1.1.9		valine--tRNA ligase
GCDEOBMB_01362	CDS	351				hypothetical protein
GCDEOBMB_01363	CDS	6603				hypothetical protein
GCDEOBMB_01364	CDS	369				hypothetical protein
GCDEOBMB_01365	CDS	567				hypothetical protein
GCDEOBMB_01366	CDS	297				hypothetical protein
GCDEOBMB_01367	CDS	624				hypothetical protein
GCDEOBMB_01368	CDS	201				hypothetical protein
GCDEOBMB_01369	CDS	615				hypothetical protein
GCDEOBMB_01370	CDS	444				hypothetical protein
GCDEOBMB_01371	CDS	342				hypothetical protein
GCDEOBMB_01372	CDS	1173				hypothetical protein
GCDEOBMB_01373	CDS	1782				hypothetical protein
GCDEOBMB_01374	CDS	927				hypothetical protein
GCDEOBMB_01375	CDS	309				hypothetical protein
GCDEOBMB_01376	CDS	486				hypothetical protein
GCDEOBMB_01377	CDS	225				hypothetical protein
GCDEOBMB_01378	CDS	210				hypothetical protein
GCDEOBMB_01379	CDS	597				hypothetical protein
GCDEOBMB_01380	CDS	501				hypothetical protein
GCDEOBMB_01381	CDS	1074				hypothetical protein
GCDEOBMB_01382	CDS	297				hypothetical protein
GCDEOBMB_01383	CDS	159				hypothetical protein
GCDEOBMB_01384	CDS	630	mltF	4.2.2.-		Membrane-bound lytic murein transglycosylase F
GCDEOBMB_01385	CDS	624				hypothetical protein
GCDEOBMB_01386	CDS	321				hypothetical protein
GCDEOBMB_01387	CDS	303				hypothetical protein
GCDEOBMB_01388	CDS	549				hypothetical protein
GCDEOBMB_01389	CDS	1674				hypothetical protein
GCDEOBMB_01390	CDS	1575				hypothetical protein
GCDEOBMB_01391	CDS	1239				hypothetical protein
GCDEOBMB_01392	CDS	576				hypothetical protein
GCDEOBMB_01393	CDS	1110				hypothetical protein
GCDEOBMB_01394	CDS	405				hypothetical protein
GCDEOBMB_01395	CDS	897				hypothetical protein
GCDEOBMB_01396	CDS	516				hypothetical protein
GCDEOBMB_01397	CDS	453				hypothetical protein
GCDEOBMB_01398	CDS	204				hypothetical protein
GCDEOBMB_01399	CDS	741				hypothetical protein
GCDEOBMB_01400	CDS	483				hypothetical protein
GCDEOBMB_01401	CDS	3588				hypothetical protein
GCDEOBMB_01402	CDS	960				hypothetical protein
GCDEOBMB_01403	CDS	924				hypothetical protein
GCDEOBMB_01404	CDS	1707				hypothetical protein
GCDEOBMB_01405	CDS	819				hypothetical protein
GCDEOBMB_01406	CDS	231				hypothetical protein
GCDEOBMB_01407	CDS	2211				hypothetical protein
GCDEOBMB_01408	CDS	1149				hypothetical protein
GCDEOBMB_01409	CDS	288				hypothetical protein
GCDEOBMB_01410	CDS	225				hypothetical protein
GCDEOBMB_01411	CDS	978				hypothetical protein
GCDEOBMB_01412	CDS	891				ABC transporter permease
GCDEOBMB_01413	CDS	795				ABC transporter ATP-binding protein
GCDEOBMB_01414	CDS	1833				sodium:sulfate symporter
GCDEOBMB_01415	CDS	1011				SAM-dependent methyltransferase
GCDEOBMB_01416	CDS	351				chaperone
GCDEOBMB_01417	CDS	486				hypothetical protein
GCDEOBMB_01418	CDS	303				hypothetical protein
GCDEOBMB_01419	CDS	993				oxidoreductase
GCDEOBMB_01420	CDS	612				hypothetical protein
GCDEOBMB_01421	CDS	897				transcriptional regulator
GCDEOBMB_01422	CDS	543				hypothetical protein
GCDEOBMB_01423	CDS	471				hypothetical protein
GCDEOBMB_01424	CDS	1356				hypothetical protein
GCDEOBMB_01425	CDS	1005				nucleoid-associated protein NdpA
GCDEOBMB_01426	CDS	912				hypothetical protein
GCDEOBMB_01427	CDS	753				hypothetical protein
GCDEOBMB_01428	CDS	936				hypothetical protein
GCDEOBMB_01429	CDS	690				transferase
GCDEOBMB_01430	CDS	315				GIY-YIG nuclease superfamily protein
GCDEOBMB_01431	CDS	702				hypothetical protein
GCDEOBMB_01432	CDS	483				hypothetical protein
GCDEOBMB_01433	CDS	699	pcs			phosphatidylcholine synthase
GCDEOBMB_01434	CDS	1026				amino acid-binding protein
GCDEOBMB_01435	CDS	648				carboxylesterase
GCDEOBMB_01436	CDS	1899				acyl-CoA synthetase
GCDEOBMB_01437	CDS	1572	rhlB_1	3.6.4.13		ATP-dependent RNA helicase RhlB
GCDEOBMB_01438	CDS	948	dauB			NAD(P)H-dependent anabolic L-arginine dehydrogenase DauB
GCDEOBMB_01439	CDS	1128	dauA			FAD-dependent catabolic D-arginine dehydrogenase DauA
GCDEOBMB_01440	CDS	633	dauR			transcriptional regulator
GCDEOBMB_01441	CDS	792				amino acid binding protein
GCDEOBMB_01442	CDS	2004				TonB-dependent receptor
GCDEOBMB_01443	CDS	549				hypothetical protein
GCDEOBMB_01444	CDS	990	moaA1			molybdenum cofactor biosynthesis protein A
GCDEOBMB_01445	CDS	819				PpiC-type peptidyl-prolyl cis-trans isomerase
GCDEOBMB_01446	CDS	684	narI			respiratory nitrate reductase subunit gamma
GCDEOBMB_01447	CDS	741	narJ			respiratory nitrate reductase subunit delta
GCDEOBMB_01448	CDS	1542	narH			respiratory nitrate reductase subunit beta
GCDEOBMB_01449	CDS	3786	narG			respiratory nitrate reductase subunit alpha
GCDEOBMB_01450	CDS	1407	narK2			nitrite extrusion protein 2
GCDEOBMB_01451	tRNA	90				tRNA-Arg(tct)
GCDEOBMB_01452	CDS	1869	narX			two-component sensor NarX
GCDEOBMB_01453	CDS	660	narL			transcriptional regulator NarL
GCDEOBMB_01454	CDS	396				hypothetical protein
GCDEOBMB_01455	CDS	465				hypothetical protein
GCDEOBMB_01456	CDS	750				hypothetical protein
GCDEOBMB_01457	CDS	831				short-chain dehydrogenase
GCDEOBMB_01458	CDS	393				hypothetical protein
GCDEOBMB_01459	CDS	657	tpbA			protein tyrosine phosphatase TpbA
GCDEOBMB_01460	CDS	900				hypothetical protein
GCDEOBMB_01461	CDS	246				hypothetical protein
GCDEOBMB_01462	CDS	102				hypothetical protein
GCDEOBMB_01463	CDS	1275	nhaP			Na+/H+ antiporter NhaP
GCDEOBMB_01464	CDS	723				ABC transporter permease
GCDEOBMB_01465	CDS	936				ABC transporter
GCDEOBMB_01466	CDS	663				ABC transporter permease
GCDEOBMB_01467	CDS	1164				ABC transporter ATP-binding protein
GCDEOBMB_01468	CDS	909				multidrug resistance protein
GCDEOBMB_01469	CDS	201	aaeX_1			Protein AaeX
GCDEOBMB_01470	CDS	2196	aaeB_1			p-hydroxybenzoic acid efflux pump subunit AaeB
GCDEOBMB_01471	CDS	1521	oprM_1			outer membrane protein OprM
GCDEOBMB_01472	CDS	954				transcriptional regulator
GCDEOBMB_01473	CDS	978				2-hydroxyacid dehydrogenase
GCDEOBMB_01474	CDS	903	eamA_1		COG0697	putative amino-acid metabolite efflux pump
GCDEOBMB_01475	CDS	891				transcriptional regulator
GCDEOBMB_01476	CDS	510				RNA polymerase sigma factor
GCDEOBMB_01477	CDS	954				transmembrane sensor
GCDEOBMB_01478	CDS	2355	fecA			Fe(III) dicitrate transporter FecA
GCDEOBMB_01479	CDS	462	ivy_1			Inhibitor of vertebrate lysozyme
GCDEOBMB_01480	CDS	1584	prfC			peptide chain release factor 3
GCDEOBMB_01481	CDS	396				hypothetical protein
GCDEOBMB_01482	CDS	528				hypothetical protein
GCDEOBMB_01483	CDS	384				hypothetical protein
GCDEOBMB_01484	CDS	786				hypothetical protein
GCDEOBMB_01485	CDS	720				hypothetical protein
GCDEOBMB_01486	CDS	2343	eddB			extracelullar DNA degradation protein EddB
GCDEOBMB_01487	CDS	1563	eddA			extracelullar DNA degradation protein EddA
GCDEOBMB_01488	CDS	516	ubiJ_1			Ubiquinone biosynthesis accessory factor UbiJ
GCDEOBMB_01489	CDS	891				hypothetical protein
GCDEOBMB_01490	CDS	996				protease
GCDEOBMB_01491	CDS	1224	moeA1			molybdenum cofactor biosynthesis protein A
GCDEOBMB_01492	CDS	558	moaB1			molybdopterin biosynthesis protein B
GCDEOBMB_01493	CDS	453	moaE			molybdopterin converting factor large subunit
GCDEOBMB_01494	CDS	252	moaD			molybdopterin converting factor small subunit
GCDEOBMB_01495	CDS	483	moaC			molybdenum cofactor biosynthesis protein MoaC
GCDEOBMB_01496	CDS	429	arsC_2			low molecular weight phosphatase
GCDEOBMB_01497	CDS	183				hypothetical protein
GCDEOBMB_01498	CDS	777				hypothetical protein
GCDEOBMB_01499	CDS	1272				hypothetical protein
GCDEOBMB_01500	CDS	366			COG3039	IS5 family transposase ISPa16
GCDEOBMB_01501	CDS	1212	ccr	1.3.1.85	COG0604	Crotonyl-CoA carboxylase/reductase
GCDEOBMB_01502	CDS	1845				peptide synthase
GCDEOBMB_01503	CDS	5736				hypothetical protein
GCDEOBMB_01504	CDS	729	pvdG_1			pyoverdine biosynthesis protein PvdG
GCDEOBMB_01505	CDS	900				hypothetical protein
GCDEOBMB_01506	CDS	753				hypothetical protein
GCDEOBMB_01507	CDS	1128				major facilitator superfamily transporter
GCDEOBMB_01508	CDS	1491	proS_1	6.1.1.15	COG0442	Proline--tRNA ligase
GCDEOBMB_01509	CDS	936				IS256 family transposase ISCARN47
GCDEOBMB_01510	CDS	2250				hypothetical protein
GCDEOBMB_01511	CDS	1446				hypothetical protein
GCDEOBMB_01512	CDS	162				hypothetical protein
GCDEOBMB_01513	CDS	462				hypothetical protein
GCDEOBMB_01514	CDS	2064				hypothetical protein
GCDEOBMB_01515	CDS	405		3.1.2.28		1,4-dihydroxy-2-naphthoyl-CoA hydrolase
GCDEOBMB_01516	CDS	561				hypothetical protein
GCDEOBMB_01517	CDS	705	nudC_2	3.6.1.22		NADH pyrophosphatase
GCDEOBMB_01518	CDS	642				hypothetical protein
GCDEOBMB_01519	CDS	618	cupC1			fimbrial subunit CupC1
GCDEOBMB_01520	CDS	714	cupC2			chaperone CupC2
GCDEOBMB_01521	CDS	2520	cupC3			usher CupC3
GCDEOBMB_01522	CDS	522	ogt_2			methylated-DNA--protein-cysteine methyltransferase
GCDEOBMB_01523	CDS	1554	pqsA			anthranilate--CoA ligase
GCDEOBMB_01524	CDS	852	pqsB		COG0332	2-heptyl-4(1H)-quinolone synthase subunit PqsB
GCDEOBMB_01525	CDS	1047	pqsD_1	2.3.1.180		3-oxoacyl-ACP synthase
GCDEOBMB_01526	CDS	1014	pqsD_2	2.3.1.180		3-oxoacyl-ACP synthase
GCDEOBMB_01527	CDS	906	pqsE			thioesterase PqsE
GCDEOBMB_01528	CDS	1593	phnA	4.1.3.27		anthranilate synthase component I
GCDEOBMB_01529	CDS	603	phnB			anthranilate synthase component II
GCDEOBMB_01530	CDS	999	mvfR			transcriptional regulator MvfR
GCDEOBMB_01531	CDS	1059	nadA			quinolinate synthetase
GCDEOBMB_01532	CDS	1434	bepA_1	3.4.-.-	COG4783	Beta-barrel assembly-enhancing protease
GCDEOBMB_01533	CDS	252				sulfurtransferase TusA
GCDEOBMB_01534	CDS	1074				hypothetical protein
GCDEOBMB_01535	CDS	474	bcp			bacterioferritin comigratory protein
GCDEOBMB_01536	CDS	558	gcvR		COG2716	Glycine cleavage system transcriptional repressor
GCDEOBMB_01537	CDS	879	dapA			4-hydroxy-tetrahydrodipicolinate synthase
GCDEOBMB_01538	CDS	1191	bamC			Outer membrane protein assembly factor BamC
GCDEOBMB_01539	CDS	759	yycJ	3.-.-.-	COG1235	Putative metallo-hydrolase YycJ
GCDEOBMB_01540	CDS	711	purC	6.3.2.6		phosphoribosylaminoimidazole-succinocarboxamide synthase
GCDEOBMB_01541	tRNA	90				tRNA-Ser(cga)
GCDEOBMB_01542	CDS	900				glycosyl transferase family protein
GCDEOBMB_01543	CDS	801				transcriptional regulator
GCDEOBMB_01544	CDS	312				hypothetical protein
GCDEOBMB_01545	CDS	1152				thiolase
GCDEOBMB_01546	CDS	2148	pauA_1			pimeloyl-CoA synthetase
GCDEOBMB_01547	CDS	867				hypothetical protein
GCDEOBMB_01548	CDS	1356	mucK			cis,cis-muconate transporter MucK
GCDEOBMB_01549	CDS	408				thioesterase
GCDEOBMB_01550	CDS	1065				acyl-CoA dehydrogenase
GCDEOBMB_01551	CDS	762				enoyl-CoA hydratase
GCDEOBMB_01552	CDS	1146				acyl-CoA dehydrogenase
GCDEOBMB_01553	CDS	918				short-chain dehydrogenase
GCDEOBMB_01554	CDS	987				nitronate monooxygenase
GCDEOBMB_01555	CDS	1251				porin
GCDEOBMB_01556	CDS	477				hypothetical protein
GCDEOBMB_01557	CDS	1494				aldehyde dehydrogenase
GCDEOBMB_01558	CDS	1287				oxidoreductase
GCDEOBMB_01559	CDS	369				hypothetical protein
GCDEOBMB_01560	CDS	756				hypothetical protein
GCDEOBMB_01561	CDS	1476				DNA recombination protein RmuC
GCDEOBMB_01562	CDS	2544	quiP_1			acyl-homoserine lactone acylase QuiP
GCDEOBMB_01563	CDS	642				glutathione S-transferase
GCDEOBMB_01564	CDS	201				hypothetical protein
GCDEOBMB_01565	CDS	495				hypothetical protein
GCDEOBMB_01566	CDS	561				hypothetical protein
GCDEOBMB_01567	CDS	621				hypothetical protein
GCDEOBMB_01568	CDS	318				hypothetical protein
GCDEOBMB_01569	CDS	474				hypothetical protein
GCDEOBMB_01570	CDS	498				hypothetical protein
GCDEOBMB_01571	CDS	633	pal_1			Peptidoglycan-associated lipoprotein
GCDEOBMB_01572	CDS	300				hypothetical protein
GCDEOBMB_01573	CDS	810				hypothetical protein
GCDEOBMB_01574	CDS	465				hypothetical protein
GCDEOBMB_01575	CDS	2145				ATP-dependent DNA helicase DinG
GCDEOBMB_01576	CDS	2250				hypothetical protein
GCDEOBMB_01577	CDS	1146				esterase
GCDEOBMB_01578	CDS	882	pal_2			Peptidoglycan-associated lipoprotein
GCDEOBMB_01579	CDS	648	pdxH	1.4.3.5		pyridoxine/pyridoxamine 5'-phosphate oxidase
GCDEOBMB_01580	CDS	1113	cdaR		COG3835	Carbohydrate diacid regulator
GCDEOBMB_01581	CDS	1359				transporter
GCDEOBMB_01582	CDS	1146	garK	2.7.1.165	COG1929	Glycerate 2-kinase
GCDEOBMB_01583	CDS	243				hypothetical protein
GCDEOBMB_01584	CDS	465	slyB		COG3133	Outer membrane lipoprotein SlyB
GCDEOBMB_01585	CDS	2802				monovalent cation/H+ antiporter subunit A
GCDEOBMB_01586	CDS	339				monovalent cation/H+ antiporter subunit C
GCDEOBMB_01587	CDS	1500				monovalent cation/H+ antiporter subunit D
GCDEOBMB_01588	CDS	525				monovalent cation/H+ antiporter subunit E
GCDEOBMB_01589	CDS	270				monovalent cation/H+ antiporter subunit F
GCDEOBMB_01590	CDS	348				monovalent cation/H+ antiporter subunit G
GCDEOBMB_01591	CDS	906				hypothetical protein
GCDEOBMB_01592	CDS	1098	cysM_1	2.5.1.47		cysteine synthase B
GCDEOBMB_01593	CDS	522				hypothetical protein
GCDEOBMB_01594	CDS	252				hypothetical protein
GCDEOBMB_01595	CDS	666				hypothetical protein
GCDEOBMB_01596	CDS	399				hypothetical protein
GCDEOBMB_01597	CDS	600				short-chain dehydrogenase
GCDEOBMB_01598	CDS	915				transcriptional regulator
GCDEOBMB_01599	CDS	1842				heat shock protein
GCDEOBMB_01600	CDS	2295				hypothetical protein
GCDEOBMB_01601	CDS	702	braG			ABC transporter ATP-binding protein
GCDEOBMB_01602	CDS	768	braF			ABC transporter ATP-binding protein
GCDEOBMB_01603	CDS	1254	braE			branched-chain amino acid ABC transporter permease BraE
GCDEOBMB_01604	CDS	924	braD			branched-chain amino acid ABC transporter permease BraD
GCDEOBMB_01605	CDS	1122	braC			branched-chain amino acid ABC transporter substrate-binding protein BraC
GCDEOBMB_01606	CDS	318				hypothetical protein
GCDEOBMB_01607	CDS	363				hypothetical protein
GCDEOBMB_01608	CDS	408	flgB			flagellar basal-body rod protein FlgB
GCDEOBMB_01609	CDS	441	flgC			flagellar basal body rod protein FlgC
GCDEOBMB_01610	CDS	714	flgD			flagellar basal body rod modification protein
GCDEOBMB_01611	CDS	1389	flgE			flagellar hook protein FlgE
GCDEOBMB_01612	CDS	750	flgF			flagellar basal body rod protein FlgF
GCDEOBMB_01613	CDS	786	flgG			flagellar basal body rod protein FlgG
GCDEOBMB_01614	CDS	696	flgH			flagellar basal body L-ring protein
GCDEOBMB_01615	CDS	1110	flgI			flagellar basal body P-ring protein
GCDEOBMB_01616	CDS	1203	flgJ			peptidoglycan hydrolase FlgJ
GCDEOBMB_01617	CDS	2049	flgK			flagellar hook-associated protein FlgK
GCDEOBMB_01618	CDS	1302	flgL			flagellar hook-associated protein FlgL
GCDEOBMB_01619	CDS	1137	arnB_2			UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
GCDEOBMB_01620	CDS	225				hypothetical protein
GCDEOBMB_01621	CDS	1041	fabH	2.3.1.180		3-oxoacyl-[acyl-carrier-protein] synthase 3
GCDEOBMB_01622	CDS	768				short-chain dehydrogenase
GCDEOBMB_01623	CDS	633	perB	2.3.1.227	COG0110	GDP-perosamine N-acetyltransferase
GCDEOBMB_01624	CDS	1131		1.14.13.239		Carnitine monooxygenase oxygenase subunit
GCDEOBMB_01625	CDS	615	lpxD_2	2.3.1.191		UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
GCDEOBMB_01626	CDS	1149				hypothetical protein
GCDEOBMB_01627	CDS	3507				hypothetical protein
GCDEOBMB_01628	CDS	1164	fliC			A-type flagellin
GCDEOBMB_01629	CDS	387				hypothetical protein
GCDEOBMB_01630	CDS	1437	fliD			B-type flagellar hook-associated protein
GCDEOBMB_01631	CDS	399				B-type flagellar protein FliS
GCDEOBMB_01632	CDS	381				B-type flagellar protein FliS
GCDEOBMB_01633	CDS	294				hypothetical protein
GCDEOBMB_01634	CDS	1473	fleQ			transcriptional regulator FleQ
GCDEOBMB_01635	CDS	1209	fleS			two-component sensor
GCDEOBMB_01636	CDS	1422	fleR			two-component response regulator
GCDEOBMB_01637	CDS	330	fliE			flagellar hook-basal body complex protein FliE
GCDEOBMB_01638	CDS	1797	fliF			flagellar MS-ring protein
GCDEOBMB_01639	CDS	1017	fliG			flagellar motor switch protein FliG
GCDEOBMB_01640	CDS	807				flagellar assembly protein FliH
GCDEOBMB_01641	CDS	1356	fliI			flagellum-specific ATP synthase
GCDEOBMB_01642	CDS	444	fliJ			flagellar biosynthesis chaperone
GCDEOBMB_01643	CDS	714				hypothetical protein
GCDEOBMB_01644	CDS	1197				hypothetical protein
GCDEOBMB_01645	CDS	1158				major facilitator superfamily transporter
GCDEOBMB_01646	CDS	780				transcriptional regulator
GCDEOBMB_01647	CDS	711	rluF	5.4.99.-	COG1187	Dual-specificity RNA pseudouridine synthase RluF
GCDEOBMB_01648	CDS	624				hypothetical protein
GCDEOBMB_01649	CDS	1149	yliI	1.1.5.-	COG2133	Aldose sugar dehydrogenase YliI
GCDEOBMB_01650	CDS	222			COG4628	DNA-binding protein
GCDEOBMB_01651	CDS	192				hypothetical protein
GCDEOBMB_01652	CDS	1767				ABC transporter ATP-binding protein/permease
GCDEOBMB_01653	CDS	336				hypothetical protein
GCDEOBMB_01654	CDS	2325	mdoB_1	2.7.8.20		Phosphoglycerol transferase I
GCDEOBMB_01655	CDS	840	cvfB		COG2996	Conserved virulence factor B
GCDEOBMB_01656	CDS	375				hypothetical protein
GCDEOBMB_01657	CDS	555				hypothetical protein
GCDEOBMB_01658	CDS	507	pal_3			Peptidoglycan-associated lipoprotein
GCDEOBMB_01659	CDS	1308	tpbB			diguanylate cyclase
GCDEOBMB_01660	CDS	573				hypothetical protein
GCDEOBMB_01661	CDS	540	def_1	3.5.1.88		peptide deformylase
GCDEOBMB_01662	CDS	321				hypothetical protein
GCDEOBMB_01663	CDS	1497	dgt	3.1.5.1		deoxyguanosinetriphosphate triphosphohydrolase
GCDEOBMB_01664	CDS	192				NAD-dependent protein deacylase
GCDEOBMB_01665	CDS	543				NAD-dependent protein deacylase
GCDEOBMB_01666	CDS	588				hypothetical protein
GCDEOBMB_01667	CDS	990				oxidoreductase
GCDEOBMB_01668	CDS	912				transcriptional regulator
GCDEOBMB_01669	CDS	408				glutathione transferase FosA
GCDEOBMB_01670	CDS	978	rhlC			rhamnosyltransferase
GCDEOBMB_01671	CDS	1269				major facilitator superfamily transporter
GCDEOBMB_01672	CDS	780				hypothetical protein
GCDEOBMB_01673	CDS	351				hypothetical protein
GCDEOBMB_01674	CDS	414				hypothetical protein
GCDEOBMB_01675	CDS	876				molecular chaperone Hsp31/glyoxalase
GCDEOBMB_01676	CDS	789				transcriptional regulator
GCDEOBMB_01677	CDS	1017				oxidoreductase
GCDEOBMB_01678	CDS	876				transcriptional regulator
GCDEOBMB_01679	CDS	849				hypothetical protein
GCDEOBMB_01680	CDS	837	allE	3.5.3.26	COG3257	(S)-ureidoglycine aminohydrolase
GCDEOBMB_01681	CDS	903				transcriptional regulator
GCDEOBMB_01682	CDS	717				transcriptional regulator
GCDEOBMB_01683	CDS	654	serB1	3.1.3.3	COG0560	Phosphoserine phosphatase SerB1
GCDEOBMB_01684	CDS	1335				major facilitator superfamily transporter
GCDEOBMB_01685	CDS	903				transcriptional regulator
GCDEOBMB_01686	CDS	1182				iron-containing alcohol dehydrogenase
GCDEOBMB_01687	CDS	1491				amino acid permease
GCDEOBMB_01688	CDS	1917	toxA			exotoxin A
GCDEOBMB_01689	CDS	369				hypothetical protein
GCDEOBMB_01690	CDS	1989	pys2			pyocin-S2
GCDEOBMB_01691	CDS	555				hypothetical protein
GCDEOBMB_01692	CDS	672				hypothetical protein
GCDEOBMB_01693	CDS	381				hypothetical protein
GCDEOBMB_01694	CDS	990	stk1			serine-threonine kinase Stk1
GCDEOBMB_01695	CDS	729	stp1			serine/threonine phosphoprotein phosphatase Stp1
GCDEOBMB_01696	CDS	3528	icmF1_1			type VI secretion protein IcmF
GCDEOBMB_01697	CDS	870				hypothetical protein
GCDEOBMB_01698	CDS	1332				hypothetical protein
GCDEOBMB_01699	CDS	507				hypothetical protein
GCDEOBMB_01700	CDS	1194				hypothetical protein
GCDEOBMB_01701	CDS	141				hypothetical protein
GCDEOBMB_01702	CDS	1521				transcriptional regulator
GCDEOBMB_01703	CDS	2628				ClpA/B-type protease
GCDEOBMB_01704	CDS	1008				hypothetical protein
GCDEOBMB_01705	CDS	1788				hypothetical protein
GCDEOBMB_01706	CDS	408				hypothetical protein
GCDEOBMB_01707	CDS	1476				uricase
GCDEOBMB_01708	CDS	507				hypothetical protein
GCDEOBMB_01709	CDS	1557				hypothetical protein
GCDEOBMB_01710	CDS	603				glutathione S-transferase
GCDEOBMB_01711	CDS	1167				aminotransferase
GCDEOBMB_01712	CDS	477				transcriptional regulator
GCDEOBMB_01713	CDS	636				hypothetical protein
GCDEOBMB_01714	CDS	1197				transporter
GCDEOBMB_01715	CDS	894				transporter
GCDEOBMB_01716	CDS	762				short-chain dehydrogenase
GCDEOBMB_01717	CDS	1005				oxidoreductase
GCDEOBMB_01718	CDS	1722				sulfate transporter
GCDEOBMB_01719	CDS	1959				chemotaxis transducer
GCDEOBMB_01720	CDS	408				hypothetical protein
GCDEOBMB_01721	CDS	609				hypothetical protein
GCDEOBMB_01722	CDS	348				aldehyde-activating protein
GCDEOBMB_01723	CDS	1110				tRNA 2-selenouridine synthase
GCDEOBMB_01724	CDS	1035	selD	2.7.9.3		selenide, water dikinase
GCDEOBMB_01725	CDS	279				hypothetical protein
GCDEOBMB_01726	CDS	1038			COG1752	putative NTE family protein
GCDEOBMB_01727	CDS	606				hypothetical protein
GCDEOBMB_01728	CDS	909		3.5.1.2		glutaminase
GCDEOBMB_01729	CDS	693	kdpE			two-component response regulator KdpE
GCDEOBMB_01730	CDS	2658	kdpD			two-component sensor KdpD
GCDEOBMB_01731	CDS	552	kdpC	3.6.3.12		potassium-transporting ATPase subunit C
GCDEOBMB_01732	CDS	2073	kdpB_2	3.6.3.12		potassium-transporting ATPase subunit B
GCDEOBMB_01733	CDS	1695	kdpA	3.6.3.12		potassium-transporting ATPase subunit A
GCDEOBMB_01734	CDS	90	kdpF	3.6.3.12		potassium-transporting ATPase subunit F
GCDEOBMB_01735	CDS	1155				acyl-CoA dehydrogenase
GCDEOBMB_01736	CDS	867				transcriptional regulator
GCDEOBMB_01737	CDS	786		4.2.1.17		enoyl-CoA hydratase
GCDEOBMB_01738	CDS	1530		1.1.1.157		3-hydroxyacyl-CoA dehydrogenase
GCDEOBMB_01739	CDS	648				transcriptional regulator
GCDEOBMB_01740	CDS	1275				major facilitator superfamily transporter
GCDEOBMB_01741	CDS	1068	ydiK_1		COG0628	Putative transport protein YdiK
GCDEOBMB_01742	CDS	807				hypothetical protein
GCDEOBMB_01743	CDS	663				glutathione S-transferase
GCDEOBMB_01744	CDS	861				hydrolase
GCDEOBMB_01745	CDS	813				hydrolase
GCDEOBMB_01746	CDS	642	rhtC_1		COG1280	Threonine efflux protein
GCDEOBMB_01747	CDS	825				transcriptional regulator
GCDEOBMB_01748	CDS	438				esterase
