locus_tag	ftype	length_bp	gene	EC_number	COG	product
PDFLHPBO_01500	CDS	1119				hypothetical protein
PDFLHPBO_01501	CDS	2040	fadH1			2,4-dienoyl-CoA reductase
PDFLHPBO_01502	CDS	1404				hypothetical protein
PDFLHPBO_01503	CDS	933				1-aminocyclopropane-1-carboxylate deaminase
PDFLHPBO_01504	CDS	966				hypothetical protein
PDFLHPBO_01505	CDS	888		2.7.1.23		NAD kinase
PDFLHPBO_01506	CDS	981	apaH_2	3.6.1.41		Bis(5'-nucleosyl)-tetraphosphatase, symmetrical
PDFLHPBO_01507	CDS	861	glpG	3.4.21.105	COG0705	Rhomboid protease GlpG
PDFLHPBO_01508	CDS	264				hypothetical protein
PDFLHPBO_01509	CDS	834				hypothetical protein
PDFLHPBO_01510	CDS	2658	pepN			aminopeptidase
PDFLHPBO_01511	CDS	1965	gbt_2			glycine betaine transmethylase
PDFLHPBO_01512	CDS	1368				putative protein
PDFLHPBO_01513	CDS	1098	hcf136			Ycf48-like protein
PDFLHPBO_01514	CDS	2382				hypothetical protein
PDFLHPBO_01515	CDS	1296				two-component sensor
PDFLHPBO_01516	CDS	672				two-component response regulator
PDFLHPBO_01517	CDS	1080				hypothetical protein
PDFLHPBO_01518	CDS	1632				hypothetical protein
PDFLHPBO_01519	CDS	1761				hypothetical protein
PDFLHPBO_01520	CDS	1023				hypothetical protein
PDFLHPBO_01521	CDS	495				hypothetical protein
PDFLHPBO_01522	tRNA	98				tRNA-Ala(cgc)
PDFLHPBO_01523	CDS	981				hypothetical protein
PDFLHPBO_01524	CDS	771				hypothetical protein
PDFLHPBO_01525	CDS	4863	gdhB			NAD-specific glutamate dehydrogenase
PDFLHPBO_01526	CDS	444				transcriptional regulator
PDFLHPBO_01527	CDS	573	rutB_2	3.5.1.110		Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
PDFLHPBO_01528	CDS	987				hypothetical protein
PDFLHPBO_01529	CDS	108				hypothetical protein
PDFLHPBO_01530	CDS	2847				hypothetical protein
PDFLHPBO_01531	CDS	3582	pelB			pellicle/biofilm biosynthesis protein PelB
PDFLHPBO_01532	CDS	519	pelC			pellicle/biofilm biosynthesis outer membrane protein PelC
PDFLHPBO_01533	CDS	1368	pelD			pellicle/biofilm biosynthesis protein PelD
PDFLHPBO_01534	CDS	990	pelE			pellicle/biofilm biosynthesis protein PelE
PDFLHPBO_01535	CDS	1524	pelF			pellicle/biofilm biosynthesis glycosyltransferase PelF
PDFLHPBO_01536	CDS	1371	pelG			pellicle/biofilm biosynthesis Wzx-like polysaccharide transporter PelG
PDFLHPBO_01537	CDS	231				hypothetical protein
PDFLHPBO_01538	CDS	477				hypothetical protein
PDFLHPBO_01539	CDS	477				hypothetical protein
PDFLHPBO_01540	CDS	1905				hypothetical protein
PDFLHPBO_01541	CDS	1002				hydrolase
PDFLHPBO_01542	CDS	882				hypothetical protein
PDFLHPBO_01543	CDS	282				hypothetical protein
PDFLHPBO_01544	CDS	1029	pyrD			dihydroorotate dehydrogenase
PDFLHPBO_01545	CDS	213	rmf			ribosome modulation factor
PDFLHPBO_01546	CDS	2178				ribosomal RNA large subunit methyltransferase K/L
PDFLHPBO_01547	CDS	1431				D-alanyl-D-alanine carboxypeptidase
PDFLHPBO_01548	CDS	345			COG3171	putative protein
PDFLHPBO_01549	CDS	624				two-component response regulator
PDFLHPBO_01550	CDS	2226				two-component sensor
PDFLHPBO_01551	CDS	1332				deoxyguanosinetriphosphate triphosphohydrolase
PDFLHPBO_01552	CDS	324				hypothetical protein
PDFLHPBO_01553	CDS	381				hypothetical protein
PDFLHPBO_01554	CDS	330	yqjD_1		COG4575	putative protein YqjD
PDFLHPBO_01555	CDS	1209				transporter
PDFLHPBO_01556	CDS	1266				porin
PDFLHPBO_01557	CDS	867				hypothetical protein
PDFLHPBO_01558	CDS	933				hypothetical protein
PDFLHPBO_01559	CDS	597				glutathione S-transferase
PDFLHPBO_01560	CDS	558				transcriptional regulator
PDFLHPBO_01561	CDS	240				hypothetical protein
PDFLHPBO_01562	CDS	1404	snr1			cytochrome C Snr1
PDFLHPBO_01563	tRNA	77				tRNA-Pro(cgg)
PDFLHPBO_01564	CDS	222				hypothetical protein
PDFLHPBO_01565	CDS	597	mobA			molybdenum cofactor guanylyltransferase
PDFLHPBO_01566	CDS	540	moaB2			molybdopterin biosynthesis protein B
PDFLHPBO_01567	tRNA	94				tRNA-Trp(cca)
PDFLHPBO_01568	CDS	1032				transcriptional regulator
PDFLHPBO_01569	CDS	1596	glcD_1			glycolate oxidase subunit GlcD
PDFLHPBO_01570	CDS	1581				FAD-dependent glycerol-3-phosphate dehydrogenase
PDFLHPBO_01571	CDS	1560				carbohydrate kinase
PDFLHPBO_01572	CDS	909				lipid kinase
PDFLHPBO_01573	CDS	807	ycbX		COG0633	putative protein YcbX
PDFLHPBO_01574	CDS	387				hypothetical protein
PDFLHPBO_01575	CDS	1929				lytic transglycosylase
PDFLHPBO_01576	CDS	1923				ABC transporter ATP-binding protein
PDFLHPBO_01577	CDS	687				hypothetical protein
PDFLHPBO_01578	CDS	438	uspA2		COG0589	Universal stress protein A 
PDFLHPBO_01579	CDS	435				hypothetical protein
PDFLHPBO_01580	CDS	804				hypothetical protein
PDFLHPBO_01581	CDS	2148	faoA	1.1.1.35		fatty acid oxidation complex subunit alpha
PDFLHPBO_01582	CDS	1176	foaB	2.3.1.16		3-ketoacyl-CoA thiolase
PDFLHPBO_01583	CDS	375				hypothetical protein
PDFLHPBO_01584	CDS	2607	topA_2	5.99.1.2		DNA topoisomerase I
PDFLHPBO_01585	CDS	519				hypothetical protein
PDFLHPBO_01586	CDS	234				hypothetical protein
PDFLHPBO_01587	CDS	486				cell division inhibitor SulA
PDFLHPBO_01588	CDS	615	lexA	3.4.21.88		LexA repressor
PDFLHPBO_01589	CDS	702	psrA			transcriptional regulator PsrA
PDFLHPBO_01590	CDS	999	nagZ	3.2.1.52		beta-hexosaminidase
PDFLHPBO_01591	CDS	738		2.4.2.28		S-methyl-5'-thioinosine phosphorylase
PDFLHPBO_01592	CDS	630				hypothetical protein
PDFLHPBO_01593	CDS	3453	mfd			transcription-repair coupling factor
PDFLHPBO_01594	CDS	1467		1.2.1.12		glyceraldehyde-3-phosphate dehydrogenase
PDFLHPBO_01595	CDS	1410	aroP1			aromatic amino acid transporter AroP
PDFLHPBO_01596	CDS	1338	nqrA			Na(+)-translocating NADH-quinone reductase subunit A
PDFLHPBO_01597	CDS	1212	nqrB			Na(+)-translocating NADH-quinone reductase subunit B
PDFLHPBO_01598	CDS	786	nqrC			Na(+)-translocating NADH-quinone reductase subunit C
PDFLHPBO_01599	CDS	672	nqrD			Na(+)-translocating NADH-quinone reductase subunit D
PDFLHPBO_01600	CDS	609	nqrE			Na(+)-translocating NADH-quinone reductase subunit E
PDFLHPBO_01601	CDS	1224	nqrF			Na(+)-translocating NADH-quinone reductase subunit F
PDFLHPBO_01602	CDS	1002	apbE	2.7.1.180	COG1477	FAD:protein FMN transferase
PDFLHPBO_01603	CDS	228				hypothetical protein
PDFLHPBO_01604	CDS	1395	sth	1.6.1.1		soluble pyridine nucleotide transhydrogenase
PDFLHPBO_01605	CDS	723				phosphodiesterase
PDFLHPBO_01606	CDS	309				hypothetical protein
PDFLHPBO_01607	CDS	600				hypothetical protein
PDFLHPBO_01608	CDS	1251	lolE_1		COG4591	Lipoprotein-releasing system transmembrane protein LolE
PDFLHPBO_01609	CDS	684				lipoprotein-releasing system ABC transporter ATP-binding protein
PDFLHPBO_01610	CDS	1245	lolE_2		COG4591	Lipoprotein-releasing system transmembrane protein LolE
PDFLHPBO_01611	CDS	534				hypothetical protein
PDFLHPBO_01612	CDS	2226	comEC		COG0658	ComE operon protein 3
PDFLHPBO_01613	CDS	636				translocation protein TolQ
PDFLHPBO_01614	CDS	441	tolR_1			Tol-Pal system protein TolR
PDFLHPBO_01615	CDS	999	lpxK	2.7.1.130		tetraacyldisaccharide 4'-kinase
PDFLHPBO_01616	CDS	186				hypothetical protein
PDFLHPBO_01617	CDS	765	kdsB	2.7.7.38		3-deoxy-manno-octulosonate cytidylyltransferase
PDFLHPBO_01618	CDS	465	ptpA			phosphotyrosine protein phosphatase
PDFLHPBO_01619	CDS	1020	murB	1.3.1.98		UDP-N-acetylenolpyruvoylglucosamine reductase
PDFLHPBO_01620	CDS	3210	rne			ribonuclease E
PDFLHPBO_01621	CDS	957	rluC			ribosomal large subunit pseudouridine synthase C
PDFLHPBO_01622	CDS	693				hydrolase
PDFLHPBO_01623	CDS	981				peptidase
PDFLHPBO_01624	CDS	579	yceF	3.6.1.-	COG0424	7-methyl-GTP pyrophosphatase
PDFLHPBO_01625	CDS	537	yceD		COG1399	Large ribosomal RNA subunit accumulation protein YceD
PDFLHPBO_01626	CDS	183	rpmF			50S ribosomal protein L32
PDFLHPBO_01627	CDS	981	plsX			phosphate acyltransferase
PDFLHPBO_01628	CDS	939	fabD			malonyl CoA-ACP transacylase
PDFLHPBO_01629	CDS	744	fabG	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
PDFLHPBO_01630	CDS	237	acpP			acyl carrier protein
PDFLHPBO_01631	CDS	1245	fabF1	2.3.1.179		3-oxoacyl-ACP synthase
PDFLHPBO_01632	CDS	816	pabC	4.1.3.38		4-amino-4-deoxychorismate lyase
PDFLHPBO_01633	CDS	1050	mltG	4.2.2.-	COG1559	Endolytic murein transglycosylase
PDFLHPBO_01634	CDS	633	tmk	2.7.4.9		thymidylate kinase
PDFLHPBO_01635	CDS	987	holB	2.7.7.7		DNA polymerase III subunit delta'
PDFLHPBO_01636	CDS	357	pilZ			type 4 fimbrial biogenesis protein PilZ
PDFLHPBO_01637	CDS	777	mttC_1			secretion protein MttC
PDFLHPBO_01638	CDS	1134	pvdN_1			pyoverdine biosynthesis protein PvdN
PDFLHPBO_01639	CDS	639				transcriptional regulator
PDFLHPBO_01640	CDS	897				hypothetical protein
PDFLHPBO_01641	CDS	633				hypothetical protein
PDFLHPBO_01642	CDS	570				hypothetical protein
PDFLHPBO_01643	CDS	1656				electron transfer flavoprotein-ubiquinone oxidoreductase
PDFLHPBO_01644	CDS	750	etfB			electron transfer flavoprotein subunit beta
PDFLHPBO_01645	CDS	930	etfA			electron transfer flavoprotein subunit alpha
PDFLHPBO_01646	CDS	1197		1.3.1.-		reductase
PDFLHPBO_01647	CDS	948				lipase
PDFLHPBO_01648	CDS	753	cobM			precorrin-4 C(11)-methyltransferase
PDFLHPBO_01649	CDS	429	cbiG	3.7.1.12	COG2073	Cobalt-precorrin-5A hydrolase
PDFLHPBO_01650	CDS	702				hypothetical protein
PDFLHPBO_01651	CDS	183				hypothetical protein
PDFLHPBO_01652	CDS	1053				cobalamin biosynthesis protein CobW
PDFLHPBO_01653	CDS	3747	cobN	6.6.1.2		cobaltochelatase subunit CobN
PDFLHPBO_01654	CDS	1095		2.5.1.54		phospho-2-dehydro-3-deoxyheptonate aldolase
PDFLHPBO_01655	CDS	1014				magnesium chelatase
PDFLHPBO_01656	CDS	645				hypothetical protein
PDFLHPBO_01657	CDS	1140				acyl-CoA thiolase
PDFLHPBO_01658	CDS	1611				aminopeptidase
PDFLHPBO_01659	CDS	1530				transporter
PDFLHPBO_01660	CDS	249				hypothetical protein
PDFLHPBO_01661	CDS	582				hypothetical protein
PDFLHPBO_01662	CDS	273				hypothetical protein
PDFLHPBO_01663	CDS	132				hypothetical protein
PDFLHPBO_01664	CDS	960	cif			CFTR inhibitory factor
PDFLHPBO_01665	CDS	1179				major facilitator superfamily transporter
PDFLHPBO_01666	CDS	1110	morB			morphinone reductase
PDFLHPBO_01667	CDS	591	cifR_1			CifR protein
PDFLHPBO_01668	CDS	927				transcriptional regulator
PDFLHPBO_01669	CDS	615				leucine export protein LeuE
PDFLHPBO_01670	CDS	1509				hypothetical protein
PDFLHPBO_01671	CDS	1332				hypothetical protein
PDFLHPBO_01672	CDS	768	hisP			histidine ABC transporter ATP-binding protein HisP
PDFLHPBO_01673	CDS	714	hisM			histidine ABC transporter permease HisM
PDFLHPBO_01674	CDS	690	hisQ			histidine ABC transporter permease HisQ
PDFLHPBO_01675	CDS	786	hisJ			histidine ABC transporter substrate-binding protein HisJ
PDFLHPBO_01676	CDS	1170				hydrolase
PDFLHPBO_01677	CDS	990				transcriptional regulator
PDFLHPBO_01678	CDS	1638				chemotaxis transducer
PDFLHPBO_01679	CDS	258				hypothetical protein
PDFLHPBO_01680	CDS	774				short-chain dehydrogenase
PDFLHPBO_01681	CDS	837				transcriptional regulator
PDFLHPBO_01682	CDS	594	ambA_1			protein AmbA
PDFLHPBO_01683	CDS	867		3.-.-.-		putative metallo-hydrolase
PDFLHPBO_01684	CDS	1032				ABC transporter permease
PDFLHPBO_01685	CDS	972	btuF			Vitamin B12-binding protein
PDFLHPBO_01686	CDS	774				ABC transporter ATP-binding protein
PDFLHPBO_01687	CDS	2160				TonB-dependent receptor
PDFLHPBO_01688	CDS	570				manganese efflux pump MntP
PDFLHPBO_01689	CDS	729		1.3.1.54		cobalt-precorrin-6x reductase
PDFLHPBO_01690	CDS	1101	cbiD			cobalt-precorrin-5B C(1)-methyltransferase
PDFLHPBO_01691	CDS	1248	cobL			precorrin-6y-dependent methyltransferase CobL
PDFLHPBO_01692	CDS	1371				oxidoreductase
PDFLHPBO_01693	CDS	627	cobH	5.4.99.61		precorrin-8X methylmutase
PDFLHPBO_01694	CDS	753	cobI	2.1.1.130		precorrin-2 C(20)-methyltransferase
PDFLHPBO_01695	CDS	1680	cobJ			precorrin-3 methylase CobJ
PDFLHPBO_01696	CDS	849				hypothetical protein
PDFLHPBO_01697	CDS	345				hypothetical protein
PDFLHPBO_01698	CDS	810	lptF_2			outer membrane porin F
PDFLHPBO_01699	CDS	639				transcriptional regulator
PDFLHPBO_01700	CDS	369				hypothetical protein
PDFLHPBO_01701	CDS	1440				transcriptional regulator
PDFLHPBO_01702	CDS	636				RNA polymerase sigma factor
PDFLHPBO_01703	CDS	765				hypothetical protein
PDFLHPBO_01704	CDS	423				hypothetical protein
PDFLHPBO_01705	CDS	1827	atuH			long-chain-acyl-CoA synthetase
PDFLHPBO_01706	CDS	825	atuG			short-chain dehydrogenase
PDFLHPBO_01707	CDS	1986	atuF			geranyl-CoA carboxylase subunit alpha
PDFLHPBO_01708	CDS	795	atuE			isohexenylglutaconyl-CoA hydratase
PDFLHPBO_01709	CDS	1221	atuD			citronellyl-CoA dehydrogenase
PDFLHPBO_01710	CDS	1617	atuC			geranyl-CoA carboxylase subunit beta
PDFLHPBO_01711	CDS	879	atuB			citronellol catabolism dehydrogenase
PDFLHPBO_01712	CDS	1803				hypothetical protein
PDFLHPBO_01713	CDS	624	atuR			atu genes repressor
PDFLHPBO_01714	CDS	765				hypothetical protein
PDFLHPBO_01715	CDS	168				hypothetical protein
PDFLHPBO_01716	CDS	1302				two-component sensor
PDFLHPBO_01717	CDS	912				two-component response regulator
PDFLHPBO_01718	CDS	471				hypothetical protein
PDFLHPBO_01719	CDS	891				transcriptional regulator
PDFLHPBO_01720	CDS	642				hypothetical protein
PDFLHPBO_01721	CDS	894				transcriptional regulator
PDFLHPBO_01722	CDS	699	pyrF	4.1.1.23		orotidine 5'-phosphate decarboxylase
PDFLHPBO_01723	CDS	918				hypothetical protein
PDFLHPBO_01724	CDS	954				hypothetical protein
PDFLHPBO_01725	CDS	2007				protein-glutamine gamma-glutamyltransferase
PDFLHPBO_01726	CDS	771				hypothetical protein
PDFLHPBO_01727	CDS	798				hypothetical protein
PDFLHPBO_01728	CDS	1578				hypothetical protein
PDFLHPBO_01729	CDS	489				hypothetical protein
PDFLHPBO_01730	CDS	360				hypothetical protein
PDFLHPBO_01731	CDS	1473				chemotaxis transducer
PDFLHPBO_01732	CDS	804	mttC_2			secretion protein MttC
PDFLHPBO_01733	CDS	129				hypothetical protein
PDFLHPBO_01734	CDS	1431				glycosylase
PDFLHPBO_01735	CDS	435	mhqP	1.-.-.-	COG2259	Putative oxidoreductase MhqP
PDFLHPBO_01736	CDS	330	lipH			lipase chaperone
PDFLHPBO_01737	CDS	405				acyl-CoA thioesterase
PDFLHPBO_01738	CDS	1686	betA	1.1.99.1		choline dehydrogenase
PDFLHPBO_01739	CDS	1473	betB	1.2.1.8		betaine aldehyde dehydrogenase
PDFLHPBO_01740	CDS	594	betI			BetI family transcriptional regulator
PDFLHPBO_01741	CDS	1605	betT1			choline transporter BetT
PDFLHPBO_01742	CDS	1179				ABC transporter ATP-binding protein
PDFLHPBO_01743	CDS	840				ABC transporter permease
PDFLHPBO_01744	CDS	939				glycine betaine-binding protein
PDFLHPBO_01745	CDS	1377	sdaB			L-serine dehydratase
PDFLHPBO_01746	CDS	1104	gbdR			protein GbdR
PDFLHPBO_01747	CDS	249				hypothetical protein
PDFLHPBO_01748	CDS	894				transcriptional regulator
PDFLHPBO_01749	CDS	1068				hypothetical protein
PDFLHPBO_01750	CDS	996				lipolytic protein
PDFLHPBO_01751	CDS	480	cdhB			carnitine dehydrogenase
PDFLHPBO_01752	CDS	966	cdhA	1.1.1.157		3-hydroxybutyryl-CoA dehydrogenase
PDFLHPBO_01753	CDS	885	cdhC			carnitine dehydrogenase
PDFLHPBO_01754	CDS	939				glycine betaine-binding protein
PDFLHPBO_01755	CDS	1011	cdhR			CdhR family transcriptional regulator
PDFLHPBO_01756	CDS	1155		3.5.1.16		acetylornithine deacetylase
PDFLHPBO_01757	CDS	675				hypothetical protein
PDFLHPBO_01758	CDS	423				hypothetical protein
PDFLHPBO_01759	CDS	1353				hypothetical protein
PDFLHPBO_01760	CDS	1476	cls			cardiolipin synthetase
PDFLHPBO_01761	CDS	471				hypothetical protein
PDFLHPBO_01762	CDS	978				dipeptidase
PDFLHPBO_01763	CDS	531				hypothetical protein
PDFLHPBO_01764	CDS	2061	dgcA			dimethylglycine catabolism protein DgcA
PDFLHPBO_01765	CDS	1962	dgcB			dimethylglycine catabolism protein DgcB
PDFLHPBO_01766	CDS	1233				electron transfer flavoprotein subunit alpha
PDFLHPBO_01767	CDS	774				hypothetical protein
PDFLHPBO_01768	CDS	570				hypothetical protein
PDFLHPBO_01769	CDS	207				transcriptional regulator
PDFLHPBO_01770	CDS	405				hypothetical protein
PDFLHPBO_01771	CDS	234				hypothetical protein
PDFLHPBO_01772	CDS	234				hypothetical protein
PDFLHPBO_01773	CDS	291				hypothetical protein
PDFLHPBO_01774	CDS	177				hypothetical protein
PDFLHPBO_01775	CDS	561				hypothetical protein
PDFLHPBO_01776	CDS	111				hypothetical protein
PDFLHPBO_01777	CDS	1290	gbcA			protein GbcA
PDFLHPBO_01778	CDS	1101	gbcB			protein GbcB
PDFLHPBO_01779	CDS	2442				hypothetical protein
PDFLHPBO_01780	CDS	1041	ltaA			low specificity l-threonine aldolase
PDFLHPBO_01781	CDS	642				hypothetical protein
PDFLHPBO_01782	CDS	222				hypothetical protein
PDFLHPBO_01783	CDS	216			COG3360	Dodecin
PDFLHPBO_01784	CDS	888	trpI			HTH-type transcriptional regulator TrpI
PDFLHPBO_01785	CDS	1209	trpB	4.2.1.20		tryptophan synthase subunit beta
PDFLHPBO_01786	CDS	807	trpA	4.2.1.20		tryptophan synthase subunit alpha
PDFLHPBO_01787	CDS	624				two-component response regulator
PDFLHPBO_01788	CDS	366				hypothetical protein
PDFLHPBO_01789	CDS	378				DOPA 4,5-dioxygenase
PDFLHPBO_01790	CDS	900				transcriptional regulator
PDFLHPBO_01791	CDS	1512	betC			choline sulfatase
PDFLHPBO_01792	CDS	924				glycine betaine-binding protein
PDFLHPBO_01793	CDS	1554				sulfate transporter
PDFLHPBO_01794	CDS	348				hypothetical protein
PDFLHPBO_01795	CDS	1287	prsA	5.2.1.8		Foldase protein PrsA
PDFLHPBO_01796	CDS	987	plcB			phospholipase C
PDFLHPBO_01797	CDS	825	aroE	1.1.1.25		shikimate dehydrogenase
PDFLHPBO_01798	CDS	918	hemF	1.3.3.3		coproporphyrinogen III oxidase
PDFLHPBO_01799	CDS	978	qor			oxygen-dependent quinone oxidoreductase
PDFLHPBO_01800	CDS	558				threonylcarbamoyl-AMP synthase
PDFLHPBO_01801	CDS	1089				hypothetical protein
PDFLHPBO_01802	CDS	1026				hypothetical protein
PDFLHPBO_01803	CDS	507	def_1	3.5.1.88		peptide deformylase
PDFLHPBO_01804	CDS	945	fmt	2.1.2.9		methionyl-tRNA formyltransferase
PDFLHPBO_01805	CDS	1305				Ribosomal RNA small subunit methyltransferase B
PDFLHPBO_01806	CDS	1374	trkA			potassium transporter inner membrane associated protein
PDFLHPBO_01807	CDS	318				hypothetical protein
PDFLHPBO_01808	CDS	273				hypothetical protein
PDFLHPBO_01809	CDS	654	yhhQ		COG1738	Queuosine precursor transporter
PDFLHPBO_01810	CDS	267				hypothetical protein
PDFLHPBO_01811	CDS	888				lipid A biosynthesis lauroyl acyltransferase
PDFLHPBO_01812	CDS	552	tag			DNA-3-methyladenine glycosidase I
PDFLHPBO_01813	CDS	948	glyQ	6.1.1.14		glycine--tRNA ligase subunit alpha
PDFLHPBO_01814	CDS	2058	glyS	6.1.1.14		glycine--tRNA ligase subunit beta
PDFLHPBO_01815	CDS	1707				hypothetical protein
PDFLHPBO_01816	CDS	537				D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase
PDFLHPBO_01817	CDS	774	lptA_2			lysophosphatidic acid acyltransferase
PDFLHPBO_01818	CDS	2421	gyrB			DNA gyrase subunit B
PDFLHPBO_01819	CDS	1110	recF_1			DNA replication and repair protein RecF
PDFLHPBO_01820	CDS	1104	dnaN	2.7.7.7		DNA polymerase III subunit beta
PDFLHPBO_01821	CDS	1545	dnaA			chromosome replication initiator DnaA
PDFLHPBO_01822	CDS	135	rpmH			50S ribosomal protein L34
PDFLHPBO_01823	CDS	408	rnpA	3.1.26.5		ribonuclease P
PDFLHPBO_01824	CDS	1737				inner membrane protein translocase subunit YidC
PDFLHPBO_01825	CDS	1368				tRNA modification GTPase TrmE
PDFLHPBO_01826	CDS	225				hypothetical protein
PDFLHPBO_01827	CDS	1893	gidA			tRNA uridine 5-carboxymethylaminomethyl modification protein GidA
PDFLHPBO_01828	CDS	645	gidB			16S rRNA methyltransferase GidB
PDFLHPBO_01829	CDS	789	soj_3			chromosome partitioning protein Soj
PDFLHPBO_01830	CDS	873	spoOJ			chromosome partitioning protein
PDFLHPBO_01831	CDS	381	atpI	3.6.3.14		ATP synthase subunit I
PDFLHPBO_01832	CDS	870	atpB	3.6.3.14		ATP synthase subunit A
PDFLHPBO_01833	CDS	258	atpE	3.6.3.14		ATP synthase subunit C
PDFLHPBO_01834	CDS	471	atpF	3.6.3.14		ATP synthase subunit B
PDFLHPBO_01835	CDS	537	atpH	3.6.3.14		ATP synthase subunit delta
PDFLHPBO_01836	CDS	1545	atpA	3.6.3.14		ATP synthase subunit alpha
PDFLHPBO_01837	CDS	861	atpG	3.6.3.14		ATP synthase subunit gamma
PDFLHPBO_01838	CDS	1377	atpD	3.6.3.14		ATP synthase subunit beta
PDFLHPBO_01839	CDS	426	atpC	3.6.3.14		ATP synthase subunit epsilon
PDFLHPBO_01840	CDS	1365	glmU			bifunctional glucosamine-1-phosphate acetyltransferase/N-acetylglucosamine-1-phosphate uridyltransferase
PDFLHPBO_01841	CDS	510				hypothetical protein
PDFLHPBO_01842	CDS	774	glmR			GlmR transcriptional regulator
PDFLHPBO_01843	CDS	1836	glmS	2.6.1.16		glucosamine--fructose-6-phosphate aminotransferase
PDFLHPBO_01844	CDS	1206				major facilitator superfamily transporter
PDFLHPBO_01845	CDS	624				hypothetical protein
PDFLHPBO_01846	CDS	1185	COQ3_1	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
PDFLHPBO_01847	CDS	960				hypothetical protein
PDFLHPBO_01848	CDS	2025				hypothetical protein
PDFLHPBO_01849	CDS	399				hypothetical protein
PDFLHPBO_01850	CDS	1245	nylB'	3.5.1.46		6-aminohexanoate-dimer hydrolase
PDFLHPBO_01851	CDS	1338	pyrQ	3.5.2.3		dihydroorotase
PDFLHPBO_01852	CDS	561	ccmM		COG0663	Carbon dioxide concentrating mechanism protein CcmM
PDFLHPBO_01853	CDS	897				GTP cyclohydrolase
PDFLHPBO_01854	CDS	1194	amiA			N-acetylmuramoyl-L-alanine amidase
PDFLHPBO_01855	CDS	417				hypothetical protein
PDFLHPBO_01856	CDS	405	dksA_1			suppressor protein DksA
PDFLHPBO_01857	CDS	1203	yciC		COG0523	Putative metal chaperone YciC
PDFLHPBO_01858	CDS	642				hypothetical protein
PDFLHPBO_01859	CDS	369				hypothetical protein
PDFLHPBO_01860	CDS	969	yeiR	3.6.-.-	COG0523	Zinc-binding GTPase YeiR
PDFLHPBO_01861	CDS	1032	tonB1			transporter TonB
PDFLHPBO_01862	CDS	1308				MFS dicarboxylate transporter
PDFLHPBO_01863	CDS	1758				sodium/proton antiporter
PDFLHPBO_01864	CDS	855				hypothetical protein
PDFLHPBO_01865	CDS	402				hypothetical protein
PDFLHPBO_01866	CDS	213				hypothetical protein
PDFLHPBO_01867	CDS	681				transcriptional regulator
PDFLHPBO_01868	CDS	783				short-chain dehydrogenase
PDFLHPBO_01869	CDS	1395				aminotransferase
PDFLHPBO_01870	CDS	1368				glutamine synthetase
PDFLHPBO_01871	CDS	759				short-chain dehydrogenase
PDFLHPBO_01872	CDS	744				hypothetical protein
PDFLHPBO_01873	CDS	483				acyl-CoA thioesterase
PDFLHPBO_01874	CDS	1704				potassium efflux transporter
PDFLHPBO_01875	CDS	585				hypothetical protein
PDFLHPBO_01876	CDS	1203				hypothetical protein
PDFLHPBO_01877	CDS	873	pdxY	2.7.1.35		pyridoxamine kinase
PDFLHPBO_01878	CDS	501				hypothetical protein
PDFLHPBO_01879	CDS	789				beta-lactamase
PDFLHPBO_01880	CDS	879				hydrolase
PDFLHPBO_01881	tRNA	95				tRNA-Ala(cgc)
PDFLHPBO_01882	CDS	1344	mifR			DNA-binding response regulator MifR
PDFLHPBO_01883	CDS	1350				transporter
PDFLHPBO_01884	CDS	753				hypothetical protein
PDFLHPBO_01885	CDS	1332				glutamine synthetase
PDFLHPBO_01886	CDS	654	rutB_3	3.5.1.110	COG1335	Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
PDFLHPBO_01887	CDS	858				hypothetical protein
PDFLHPBO_01888	CDS	783				TonB-dependent receptor
PDFLHPBO_01889	CDS	678				D-methionine ABC transporter
PDFLHPBO_01890	CDS	1008				ABC transporter ATP-binding protein
PDFLHPBO_01891	CDS	792				hypothetical protein
PDFLHPBO_01892	CDS	789	znuB			zinc ABC transporter permease
PDFLHPBO_01893	CDS	810	znuC			zinc transporter ZnuC
PDFLHPBO_01894	CDS	504	np20			transcriptional regulator
PDFLHPBO_01895	CDS	924				adhesin
PDFLHPBO_01896	CDS	2205	nrdJa			ribonucleoside-diphosphate reductase
PDFLHPBO_01897	CDS	690				hypothetical protein
PDFLHPBO_01898	CDS	951	thrB	2.7.1.39		homoserine kinase
PDFLHPBO_01899	CDS	291				hypothetical protein
PDFLHPBO_01900	CDS	2742	polA			DNA polymerase I
PDFLHPBO_01901	CDS	648				ribosome biogenesis GTP-binding protein YsxC
PDFLHPBO_01902	CDS	294				cytochrome
PDFLHPBO_01903	CDS	606	cc4			cytochrome C4
PDFLHPBO_01904	CDS	636	dsbA			thiol:disulfide interchange protein DsbA
PDFLHPBO_01905	CDS	879				hypothetical protein
PDFLHPBO_01906	CDS	2016				hypothetical protein
PDFLHPBO_01907	CDS	594				hypothetical protein
PDFLHPBO_01908	CDS	780	ampDh2			protein AmpDh2
PDFLHPBO_01909	CDS	1788				two-component sensor
PDFLHPBO_01910	CDS	1350	algB			two-component response regulator AlgB
