	meropenem
SRR5386709	0
SRR5386714	0
SRR5386715	0
SRR5386718	0
SRR5386722	0
SRR5386724	0
SRR5386739	0
SRR5386742	0
SRR5386745	0
SRR5386748	0
SRR5386749	0
SRR5386750	0
SRR5386751	0
SRR5386752	0
SRR5386753	0
SRR5386754	0
SRR5386756	0
SRR5386758	0
SRR5386765	0
SRR5386766	0
SRR5386768	0
SRR5386771	0
SRR5386772	0
SRR5386776	0
SRR5386777	0
SRR5386778	0
SRR5386782	0
SRR5386783	0
SRR5386784	0
SRR5386787	0
SRR5386789	0
SRR5386791	0
SRR5386792	0
SRR5386793	0
SRR5386794	0
SRR5386795	0
SRR5386796	0
SRR5386797	0
SRR5386798	0
SRR5386799	0
SRR5386803	0
SRR5386806	0
SRR5386807	0
SRR5386808	0
SRR5386809	0
SRR5386810	0
SRR5386812	0
SRR5386814	0
SRR5386815	0
SRR5386817	0
SRR5386818	0
SRR5386819	0
SRR5386820	0
SRR5386821	0
SRR5386823	0
SRR5386825	0
SRR5386826	0
SRR5386827	0
SRR5386829	0
SRR5386830	0
SRR5386831	0
SRR5386834	0
SRR5386835	0
SRR5386837	0
SRR5386838	0
SRR5386839	0
SRR5386840	0
SRR5386841	0
SRR5386842	0
SRR5386843	0
SRR5386845	0
SRR5386848	0
SRR5386849	0
SRR5386850	0
SRR5386851	0
SRR5386852	0
SRR5386853	0
SRR5386924	0
SRR5386925	0
SRR5386927	0
SRR5386929	0
SRR5386930	0
SRR5386934	0
SRR5386936	0
SRR5386938	0
SRR5386939	0
SRR5386940	0
SRR5386941	0
SRR5386942	0
SRR5386943	0
SRR5386944	0
SRR5386945	0
SRR5386946	0
SRR5386948	0
SRR5386950	0
SRR5386952	0
SRR5386953	0
SRR5386956	0
SRR5386957	0
SRR5386959	0
SRR5386960	0
SRR5386962	0
SRR5386963	0
SRR5386964	0
SRR5386965	0
SRR5386967	0
SRR5386974	0
SRR5386975	0
SRR5386976	0
SRR5386977	0
SRR5386978	0
SRR5386979	0
SRR5386980	0
SRR5386988	0
SRR5386995	0
SRR5386997	0
SRR5386998	0
SRR5386999	0
SRR5387001	0
SRR5387002	0
SRR5387003	0
SRR5387005	0
SRR5387007	0
SRR5387008	0
SRR5387009	0
SRR5387010	0
SRR5387011	0
SRR5387013	0
SRR5387015	0
SRR5387017	0
SRR5387024	0
SRR5387027	0
SRR5387029	0
SRR5387031	0
SRR5387032	0
SRR5387035	0
SRR5387037	0
SRR5387038	0
SRR5387039	0
SRR5387152	0
SRR5387153	0
SRR5387162	0
SRR5387166	0
SRR5387167	0
SRR5387168	0
SRR5387170	0
SRR5387172	0
SRR5387175	0
SRR5387184	0
SRR5387185	0
SRR5387187	0
SRR5387190	0
SRR5387193	0
SRR5387194	0
SRR5387195	0
SRR5387196	0
SRR5387197	0
SRR5387200	0
SRR5387201	0
SRR5387207	0
SRR5387209	0
SRR5387210	0
SRR5387213	0
SRR5387216	0
SRR5387217	0
SRR5387219	0
SRR5387220	0
SRR5387221	0
SRR5387223	0
SRR5387224	0
SRR5387225	0
SRR5387227	0
SRR5387230	0
SRR5387231	0
SRR5387232	0
SRR5387233	0
SRR5387234	0
SRR5387236	0
SRR5387237	0
SRR5387238	0
SRR5387239	0
SRR5387242	0
SRR5387244	0
SRR5387245	0
SRR5387247	0
SRR5387248	0
SRR5387249	0
SRR5387251	0
SRR5387252	0
SRR5387253	0
SRR5387254	0
SRR5387259	0
SRR5387260	0
SRR5387262	0
SRR5387263	0
SRR5387264	0
SRR5387266	0
SRR5387270	0
SRR5387271	0
SRR5387275	0
SRR5387279	0
SRR5387280	0
SRR5387281	0
SRR5387283	0
SRR5387284	0
SRR5387285	0
SRR5387288	0
SRR5387289	0
SRR5387290	0
SRR5387291	0
SRR5387294	0
SRR5387295	0
SRR5387296	0
SRR5387298	0
SRR5387299	0
SRR5387300	0
SRR5387301	0
SRR5387302	0
SRR5387303	0
SRR5387304	0
SRR5387306	0
SRR5387307	0
SRR5387310	0
SRR5387311	0
SRR5387315	0
SRR5387316	0
SRR5387321	0
SRR5387322	0
SRR5387325	0
SRR5387326	0
SRR5387328	0
SRR5387329	0
SRR5387333	0
SRR5387334	0
SRR5387337	0
SRR5387338	0
SRR5387343	0
SRR5387344	0
SRR5387345	0
SRR5387348	0
SRR5387350	0
SRR5387351	0
SRR5387355	0
SRR5387356	0
SRR5387357	0
SRR5387361	0
SRR5387362	0
SRR5387363	0
SRR5387364	0
SRR5387365	0
SRR5387366	0
SRR5387367	0
SRR5387368	0
SRR5387371	0
SRR5387372	0
SRR5387373	0
SRR5387374	0
SRR5387375	0
SRR5387377	0
SRR5387378	0
SRR5387379	0
SRR5387382	0
SRR5387383	0
SRR5387385	0
SRR5387386	0
SRR5387387	0
SRR5387389	0
SRR5387390	0
SRR5387391	0
SRR5387393	0
SRR5387394	0
SRR5387395	0
SRR5387396	0
SRR5387397	0
SRR5387399	0
SRR5387400	0
SRR5387401	0
SRR5387402	0
SRR5387403	0
SRR5387405	0
SRR5387406	0
SRR5387409	0
SRR5387410	0
SRR5387411	0
SRR5387412	0
SRR5387413	0
SRR5387415	0
SRR5387416	0
SRR5387417	0
SRR5387418	0
SRR5387419	0
SRR5387421	0
SRR5387423	0
SRR5387424	0
SRR5387426	0
SRR5387427	0
SRR5420062	0
SRR5420063	0
SRR5420072	0
SRR5420073	0
SRR5445912	0
SRR5445913	0
SRR5445915	0
SRR5445924	0
SRR5806868	0
SRR5806869	0
SRR5806870	0
SRR5806871	0
SRR5810501	0
SRR5810502	0
SRR5810503	0
SRR5810506	0
SRR5810509	0
SRR5862473	0
SRR5973235	0
SRR5973236	0
SRR5973237	0
SRR5973238	0
SRR5973239	0
SRR5973240	0
SRR5973241	0
SRR5973242	0
SRR5973243	0
SRR5973245	0
SRR5973246	0
SRR5973247	0
SRR5973248	0
SRR5973249	0
SRR5973250	0
SRR5973251	0
SRR5973252	0
SRR5973253	0
SRR5973254	0
SRR5973255	0
SRR5973256	0
SRR5973257	0
SRR5973258	0
SRR5973259	0
SRR5973260	0
SRR5973261	0
SRR5973262	0
SRR5973263	0
SRR5973264	0
SRR5973266	0
SRR5973267	0
SRR5973268	0
SRR5973269	0
SRR5973270	0
SRR5973271	0
SRR5973272	0
SRR5973273	0
SRR5973274	0
SRR5973275	0
SRR5973276	0
SRR5973277	0
SRR5973281	0
SRR5973282	0
SRR5973283	0
SRR5973284	0
SRR5973286	0
SRR5973288	0
SRR5973290	0
SRR5973291	0
SRR5973292	0
SRR5973293	0
SRR5973294	0
SRR5973295	0
SRR5973296	0
SRR5973297	0
SRR5973299	0
SRR5973300	0
SRR5973301	0
SRR5973302	0
SRR5973303	0
SRR5973304	0
SRR5973305	0
SRR5973306	0
SRR5973307	0
SRR5973308	0
SRR5973309	0
SRR5973310	0
SRR5973311	0
SRR5973313	0
SRR5973314	0
SRR5973315	0
SRR5973318	0
SRR5973319	0
SRR5973320	0
SRR5973321	0
SRR5973323	0
SRR5973324	0
SRR5973325	0
SRR5973326	0
SRR5973327	0
SRR5973328	0
SRR5973329	0
SRR5973330	0
SRR5973331	0
SRR5973332	0
SRR5973333	0
SRR5973334	0
SRR5973335	0
SRR5973338	0
SRR5973339	0
SRR5973340	0
SRR5973341	0
SRR5973343	0
SRR5973344	0
SRR5973346	0
SRR5973347	0
SRR5973348	0
SRR5973349	0
SRR5973350	0
SRR5973351	0
SRR5973352	0
SRR5973353	0
SRR5973354	0
SRR5973357	0
SRR5973360	0
SRR5973361	0
SRR5973362	0
SRR5973363	0
SRR5973364	0
SRR5973365	0
SRR5973366	0
SRR5973367	0
SRR5973368	0
SRR5973370	0
SRR5973371	0
SRR5973372	0
SRR5973373	0
SRR5973374	0
SRR5973375	0
SRR5973376	0
SRR5973377	0
SRR5973378	0
SRR5973380	0
SRR5973381	0
SRR5973382	0
SRR5973383	0
SRR5973384	0
SRR5973385	0
SRR5973386	0
SRR5973387	0
SRR5973388	0
SRR5973389	0
SRR5973390	0
SRR5973391	0
SRR5973393	0
SRR5973394	0
SRR5973395	0
SRR5973397	0
SRR5973398	0
SRR5973399	0
SRR5973400	0
SRR5973401	0
SRR5973402	0
SRR5973403	0
SRR5973404	0
SRR5973405	0
SRR5973406	0
SRR5973407	0
SRR5973408	0
SRR5973409	0
SRR5973410	0
SRR5973411	0
SRR6310475	0
SRR3982400	0
SRR3996258	0
SRR3996262	0
SRR4017846	0
SRR4017887	0
SRR4017923	0
SRR4017929	0
SRR4035114	0
SRR4065664	0
SRR5387144	0
